nct_id,nct_id2,models,row,col,r
NCT00819091,NCT00819091,b1,"sex:arm_f_2_Linagliptin, 5 mg tablet","age10:arm_f_2_Linagliptin, 5 mg tablet",0.748
NCT00819091,NCT00819091,b1,(Intercept),"sex:age10:arm_f_2_Linagliptin, 5 mg tablet",-0.593
NCT00819091,NCT00819091,b1,sex,"sex:age10:arm_f_2_Linagliptin, 5 mg tablet",0.787
NCT00819091,NCT00819091,b1,age10,"sex:age10:arm_f_2_Linagliptin, 5 mg tablet",0.604
NCT00819091,NCT00819091,b1,"arm_f_2_Linagliptin, 5 mg tablet","sex:age10:arm_f_2_Linagliptin, 5 mg tablet",0.747
NCT00819091,NCT00819091,b1,sex:age10,"sex:age10:arm_f_2_Linagliptin, 5 mg tablet",-0.8
NCT00819091,NCT00819091,b1,"sex:arm_f_2_Linagliptin, 5 mg tablet","sex:age10:arm_f_2_Linagliptin, 5 mg tablet",-0.984
NCT00819091,NCT00819091,b1,"age10:arm_f_2_Linagliptin, 5 mg tablet","sex:age10:arm_f_2_Linagliptin, 5 mg tablet",-0.759
NCT00800683,NCT00800683,b1,(Intercept),sex,-0.751
NCT00800683,NCT00800683,b1,(Intercept),age10,-0.981
NCT00800683,NCT00800683,b1,sex,age10,0.737
NCT00800683,NCT00800683,b1,(Intercept),arm_f_2_Placebo,-0.557
NCT00800683,NCT00800683,b1,sex,arm_f_2_Placebo,0.419
NCT00800683,NCT00800683,b1,age10,arm_f_2_Placebo,0.547
NCT00800683,NCT00800683,b1,(Intercept),sex:age10,0.737
NCT00800683,NCT00800683,b1,sex,sex:age10,-0.984
NCT00800683,NCT00800683,b1,age10,sex:age10,-0.751
NCT00800683,NCT00800683,b1,arm_f_2_Placebo,sex:age10,-0.411
NCT00800683,NCT00800683,b1,(Intercept),sex:arm_f_2_Placebo,0.453
NCT00800683,NCT00800683,b1,sex,sex:arm_f_2_Placebo,-0.603
NCT00800683,NCT00800683,b1,age10,sex:arm_f_2_Placebo,-0.444
NCT00800683,NCT00800683,b1,arm_f_2_Placebo,sex:arm_f_2_Placebo,-0.813
NCT00800683,NCT00800683,b1,sex:age10,sex:arm_f_2_Placebo,0.593
NCT00800683,NCT00800683,b1,(Intercept),age10:arm_f_2_Placebo,0.56
NCT00800683,NCT00800683,b1,sex,age10:arm_f_2_Placebo,-0.421
NCT00800683,NCT00800683,b1,age10,age10:arm_f_2_Placebo,-0.571
NCT00800683,NCT00800683,b1,arm_f_2_Placebo,age10:arm_f_2_Placebo,-0.99
NCT00800683,NCT00800683,b1,sex:age10,age10:arm_f_2_Placebo,0.429
NCT00800683,NCT00800683,b1,sex:arm_f_2_Placebo,age10:arm_f_2_Placebo,0.804
NCT00800683,NCT00800683,b1,(Intercept),sex:age10:arm_f_2_Placebo,-0.451
NCT00800683,NCT00800683,b1,sex,sex:age10:arm_f_2_Placebo,0.602
NCT00800683,NCT00800683,b1,age10,sex:age10:arm_f_2_Placebo,0.46
NCT00800683,NCT00800683,b1,arm_f_2_Placebo,sex:age10:arm_f_2_Placebo,0.796
NCT00800683,NCT00800683,b1,sex:age10,sex:age10:arm_f_2_Placebo,-0.612
NCT00800683,NCT00800683,b1,sex:arm_f_2_Placebo,sex:age10:arm_f_2_Placebo,-0.989
NCT00800683,NCT00800683,b1,age10:arm_f_2_Placebo,sex:age10:arm_f_2_Placebo,-0.805
NCT00740051,NCT00740051,b1,(Intercept),sex,-0.594
NCT00740051,NCT00740051,b1,(Intercept),age10,-0.984
NCT00740051,NCT00740051,b1,sex,age10,0.584
NCT00740051,NCT00740051,b1,(Intercept),"arm_f_2_Linagliptin, 5mg tablet",-0.846
NCT00740051,NCT00740051,b1,sex,"arm_f_2_Linagliptin, 5mg tablet",0.502
NCT00740051,NCT00740051,b1,age10,"arm_f_2_Linagliptin, 5mg tablet",0.832
NCT00740051,NCT00740051,b1,(Intercept),sex:age10,0.581
NCT00740051,NCT00740051,b1,sex,sex:age10,-0.987
NCT00740051,NCT00740051,b1,age10,sex:age10,-0.59
NCT00740051,NCT00740051,b1,"arm_f_2_Linagliptin, 5mg tablet",sex:age10,-0.491
NCT00740051,NCT00740051,b1,(Intercept),"sex:arm_f_2_Linagliptin, 5mg tablet",0.494
NCT00740051,NCT00740051,b1,sex,"sex:arm_f_2_Linagliptin, 5mg tablet",-0.833
NCT00740051,NCT00740051,b1,age10,"sex:arm_f_2_Linagliptin, 5mg tablet",-0.486
NCT00740051,NCT00740051,b1,"arm_f_2_Linagliptin, 5mg tablet","sex:arm_f_2_Linagliptin, 5mg tablet",-0.585
NCT00740051,NCT00740051,b1,sex:age10,"sex:arm_f_2_Linagliptin, 5mg tablet",0.822
NCT00740051,NCT00740051,b1,(Intercept),"age10:arm_f_2_Linagliptin, 5mg tablet",0.832
NCT00740051,NCT00740051,b1,sex,"age10:arm_f_2_Linagliptin, 5mg tablet",-0.494
NCT00740051,NCT00740051,b1,age10,"age10:arm_f_2_Linagliptin, 5mg tablet",-0.846
NCT00740051,NCT00740051,b1,"arm_f_2_Linagliptin, 5mg tablet","age10:arm_f_2_Linagliptin, 5mg tablet",-0.983
NCT00740051,NCT00740051,b1,sex:age10,"age10:arm_f_2_Linagliptin, 5mg tablet",0.5
NCT00740051,NCT00740051,b1,"sex:arm_f_2_Linagliptin, 5mg tablet","age10:arm_f_2_Linagliptin, 5mg tablet",0.575
NCT00740051,NCT00740051,b1,(Intercept),"sex:age10:arm_f_2_Linagliptin, 5mg tablet",-0.483
NCT00740051,NCT00740051,b1,sex,"sex:age10:arm_f_2_Linagliptin, 5mg tablet",0.82
NCT00740051,NCT00740051,b1,age10,"sex:age10:arm_f_2_Linagliptin, 5mg tablet",0.491
NCT00740051,NCT00740051,b1,"arm_f_2_Linagliptin, 5mg tablet","sex:age10:arm_f_2_Linagliptin, 5mg tablet",0.57
NCT00740051,NCT00740051,b1,sex:age10,"sex:age10:arm_f_2_Linagliptin, 5mg tablet",-0.831
NCT00740051,NCT00740051,b1,"sex:arm_f_2_Linagliptin, 5mg tablet","sex:age10:arm_f_2_Linagliptin, 5mg tablet",-0.986
NCT00740051,NCT00740051,b1,"age10:arm_f_2_Linagliptin, 5mg tablet","sex:age10:arm_f_2_Linagliptin, 5mg tablet",-0.58
NCT00996658,NCT00996658,b1,(Intercept),sex,-0.744
NCT00996658,NCT00996658,b1,(Intercept),age10,-0.989
NCT00996658,NCT00996658,b1,sex,age10,0.736
NCT00996658,NCT00996658,b1,(Intercept),arm_f_2_Linagliptin 5 mg tablet,-0.895
NCT00996658,NCT00996658,b1,sex,arm_f_2_Linagliptin 5 mg tablet,0.666
NCT00996658,NCT00996658,b1,age10,arm_f_2_Linagliptin 5 mg tablet,0.885
NCT00996658,NCT00996658,b1,(Intercept),sex:age10,0.754
NCT00996658,NCT00996658,b1,sex,sex:age10,-0.989
NCT00996658,NCT00996658,b1,age10,sex:age10,-0.762
NCT00996658,NCT00996658,b1,arm_f_2_Linagliptin 5 mg tablet,sex:age10,-0.674
NCT00996658,NCT00996658,b1,(Intercept),sex:arm_f_2_Linagliptin 5 mg tablet,0.643
NCT00996658,NCT00996658,b1,sex,sex:arm_f_2_Linagliptin 5 mg tablet,-0.863
NCT00996658,NCT00996658,b1,age10,sex:arm_f_2_Linagliptin 5 mg tablet,-0.636
NCT00996658,NCT00996658,b1,arm_f_2_Linagliptin 5 mg tablet,sex:arm_f_2_Linagliptin 5 mg tablet,-0.718
NCT00996658,NCT00996658,b1,sex:age10,sex:arm_f_2_Linagliptin 5 mg tablet,0.854
NCT00996658,NCT00996658,b1,(Intercept),age10:arm_f_2_Linagliptin 5 mg tablet,0.885
NCT00996658,NCT00996658,b1,sex,age10:arm_f_2_Linagliptin 5 mg tablet,-0.659
NCT00996658,NCT00996658,b1,age10,age10:arm_f_2_Linagliptin 5 mg tablet,-0.895
NCT00996658,NCT00996658,b1,arm_f_2_Linagliptin 5 mg tablet,age10:arm_f_2_Linagliptin 5 mg tablet,-0.988
NCT00996658,NCT00996658,b1,sex:age10,age10:arm_f_2_Linagliptin 5 mg tablet,0.682
NCT00996658,NCT00996658,b1,sex:arm_f_2_Linagliptin 5 mg tablet,age10:arm_f_2_Linagliptin 5 mg tablet,0.709
NCT00996658,NCT00996658,b1,(Intercept),sex:age10:arm_f_2_Linagliptin 5 mg tablet,-0.646
NCT00996658,NCT00996658,b1,sex,sex:age10:arm_f_2_Linagliptin 5 mg tablet,0.848
NCT00996658,NCT00996658,b1,age10,sex:age10:arm_f_2_Linagliptin 5 mg tablet,0.653
NCT00996658,NCT00996658,b1,arm_f_2_Linagliptin 5 mg tablet,sex:age10:arm_f_2_Linagliptin 5 mg tablet,0.721
NCT00996658,NCT00996658,b1,sex:age10,sex:age10:arm_f_2_Linagliptin 5 mg tablet,-0.857
NCT00996658,NCT00996658,b1,sex:arm_f_2_Linagliptin 5 mg tablet,sex:age10:arm_f_2_Linagliptin 5 mg tablet,-0.987
NCT00996658,NCT00996658,b1,age10:arm_f_2_Linagliptin 5 mg tablet,sex:age10:arm_f_2_Linagliptin 5 mg tablet,-0.73
NCT01084005,NCT01084005,b1,(Intercept),sex,-0.828
NCT01084005,NCT01084005,b1,(Intercept),age10,-0.999
NCT01084005,NCT01084005,b1,sex,age10,0.827
NCT01084005,NCT01084005,b1,(Intercept),"arm_f_2_Linagliptin, 5mg tablet",-0.821
NCT01084005,NCT01084005,b1,sex,"arm_f_2_Linagliptin, 5mg tablet",0.68
NCT01084005,NCT01084005,b1,age10,"arm_f_2_Linagliptin, 5mg tablet",0.82
NCT01084005,NCT01084005,b1,(Intercept),sex:age10,0.831
NCT01084005,NCT01084005,b1,sex,sex:age10,-0.999
NCT01084005,NCT01084005,b1,age10,sex:age10,-0.832
NCT01084005,NCT01084005,b1,"arm_f_2_Linagliptin, 5mg tablet",sex:age10,-0.682
NCT01084005,NCT01084005,b1,(Intercept),"sex:arm_f_2_Linagliptin, 5mg tablet",0.678
NCT01084005,NCT01084005,b1,sex,"sex:arm_f_2_Linagliptin, 5mg tablet",-0.819
NCT01084005,NCT01084005,b1,age10,"sex:arm_f_2_Linagliptin, 5mg tablet",-0.677
NCT01084005,NCT01084005,b1,"arm_f_2_Linagliptin, 5mg tablet","sex:arm_f_2_Linagliptin, 5mg tablet",-0.826
NCT01084005,NCT01084005,b1,sex:age10,"sex:arm_f_2_Linagliptin, 5mg tablet",0.818
NCT01084005,NCT01084005,b1,(Intercept),"age10:arm_f_2_Linagliptin, 5mg tablet",0.823
NCT01084005,NCT01084005,b1,sex,"age10:arm_f_2_Linagliptin, 5mg tablet",-0.682
NCT01084005,NCT01084005,b1,age10,"age10:arm_f_2_Linagliptin, 5mg tablet",-0.824
NCT01084005,NCT01084005,b1,"arm_f_2_Linagliptin, 5mg tablet","age10:arm_f_2_Linagliptin, 5mg tablet",-0.999
NCT01084005,NCT01084005,b1,sex:age10,"age10:arm_f_2_Linagliptin, 5mg tablet",0.685
NCT01084005,NCT01084005,b1,"sex:arm_f_2_Linagliptin, 5mg tablet","age10:arm_f_2_Linagliptin, 5mg tablet",0.825
NCT01084005,NCT01084005,b1,(Intercept),"sex:age10:arm_f_2_Linagliptin, 5mg tablet",-0.681
NCT01084005,NCT01084005,b1,sex,"sex:age10:arm_f_2_Linagliptin, 5mg tablet",0.819
NCT01084005,NCT01084005,b1,age10,"sex:age10:arm_f_2_Linagliptin, 5mg tablet",0.682
NCT01084005,NCT01084005,b1,"arm_f_2_Linagliptin, 5mg tablet","sex:age10:arm_f_2_Linagliptin, 5mg tablet",0.826
NCT01084005,NCT01084005,b1,sex:age10,"sex:age10:arm_f_2_Linagliptin, 5mg tablet",-0.82
NCT01084005,NCT01084005,b1,"sex:arm_f_2_Linagliptin, 5mg tablet","sex:age10:arm_f_2_Linagliptin, 5mg tablet",-0.999
NCT01084005,NCT01084005,b1,"age10:arm_f_2_Linagliptin, 5mg tablet","sex:age10:arm_f_2_Linagliptin, 5mg tablet",-0.828
NCT01087502,NCT01087502,b1,(Intercept),sex,-0.871
NCT01087502,NCT01087502,b1,(Intercept),age10,-0.993
NCT01087502,NCT01087502,b1,sex,age10,0.865
NCT01087502,NCT01087502,b1,(Intercept),"arm_f_2_Linagliptin, 5mg tablet",-0.787
NCT01087502,NCT01087502,b1,sex,"arm_f_2_Linagliptin, 5mg tablet",0.686
NCT01087502,NCT01087502,b1,age10,"arm_f_2_Linagliptin, 5mg tablet",0.782
NCT01087502,NCT01087502,b1,(Intercept),sex:age10,0.858
NCT01087502,NCT01087502,b1,sex,sex:age10,-0.992
NCT01087502,NCT01087502,b1,age10,sex:age10,-0.864
NCT01087502,NCT01087502,b1,"arm_f_2_Linagliptin, 5mg tablet",sex:age10,-0.675
NCT01087502,NCT01087502,b1,(Intercept),"sex:arm_f_2_Linagliptin, 5mg tablet",0.639
NCT01087502,NCT01087502,b1,sex,"sex:arm_f_2_Linagliptin, 5mg tablet",-0.734
NCT01087502,NCT01087502,b1,age10,"sex:arm_f_2_Linagliptin, 5mg tablet",-0.635
NCT01087502,NCT01087502,b1,"arm_f_2_Linagliptin, 5mg tablet","sex:arm_f_2_Linagliptin, 5mg tablet",-0.811
NCT01087502,NCT01087502,b1,sex:age10,"sex:arm_f_2_Linagliptin, 5mg tablet",0.728
NCT01087502,NCT01087502,b1,(Intercept),"age10:arm_f_2_Linagliptin, 5mg tablet",0.786
NCT01087502,NCT01087502,b1,sex,"age10:arm_f_2_Linagliptin, 5mg tablet",-0.684
NCT01087502,NCT01087502,b1,age10,"age10:arm_f_2_Linagliptin, 5mg tablet",-0.791
NCT01087502,NCT01087502,b1,"arm_f_2_Linagliptin, 5mg tablet","age10:arm_f_2_Linagliptin, 5mg tablet",-0.992
NCT01087502,NCT01087502,b1,sex:age10,"age10:arm_f_2_Linagliptin, 5mg tablet",0.683
NCT01087502,NCT01087502,b1,"sex:arm_f_2_Linagliptin, 5mg tablet","age10:arm_f_2_Linagliptin, 5mg tablet",0.805
NCT01087502,NCT01087502,b1,(Intercept),"sex:age10:arm_f_2_Linagliptin, 5mg tablet",-0.632
NCT01087502,NCT01087502,b1,sex,"sex:age10:arm_f_2_Linagliptin, 5mg tablet",0.731
NCT01087502,NCT01087502,b1,age10,"sex:age10:arm_f_2_Linagliptin, 5mg tablet",0.637
NCT01087502,NCT01087502,b1,"arm_f_2_Linagliptin, 5mg tablet","sex:age10:arm_f_2_Linagliptin, 5mg tablet",0.798
NCT01087502,NCT01087502,b1,sex:age10,"sex:age10:arm_f_2_Linagliptin, 5mg tablet",-0.737
NCT01087502,NCT01087502,b1,"sex:arm_f_2_Linagliptin, 5mg tablet","sex:age10:arm_f_2_Linagliptin, 5mg tablet",-0.991
NCT01087502,NCT01087502,b1,"age10:arm_f_2_Linagliptin, 5mg tablet","sex:age10:arm_f_2_Linagliptin, 5mg tablet",-0.805
NCT01194830,NCT01194830,b1,(Intercept),sex,-0.615
NCT01194830,NCT01194830,b1,(Intercept),age10,-0.98
NCT01194830,NCT01194830,b1,sex,age10,0.602
NCT01194830,NCT01194830,b1,(Intercept),arm_f_2_Linagliptin,-0.654
NCT01194830,NCT01194830,b1,sex,arm_f_2_Linagliptin,0.402
NCT01194830,NCT01194830,b1,age10,arm_f_2_Linagliptin,0.64
NCT01194830,NCT01194830,b1,(Intercept),sex:age10,0.596
NCT01194830,NCT01194830,b1,sex,sex:age10,-0.984
NCT01194830,NCT01194830,b1,age10,sex:age10,-0.609
NCT01194830,NCT01194830,b1,arm_f_2_Linagliptin,sex:age10,-0.39
NCT01194830,NCT01194830,b1,(Intercept),sex:arm_f_2_Linagliptin,0.433
NCT01194830,NCT01194830,b1,sex,sex:arm_f_2_Linagliptin,-0.704
NCT01194830,NCT01194830,b1,age10,sex:arm_f_2_Linagliptin,-0.424
NCT01194830,NCT01194830,b1,arm_f_2_Linagliptin,sex:arm_f_2_Linagliptin,-0.662
NCT01194830,NCT01194830,b1,sex:age10,sex:arm_f_2_Linagliptin,0.693
NCT01194830,NCT01194830,b1,(Intercept),age10:arm_f_2_Linagliptin,0.635
NCT01194830,NCT01194830,b1,sex,age10:arm_f_2_Linagliptin,-0.391
NCT01194830,NCT01194830,b1,age10,age10:arm_f_2_Linagliptin,-0.648
NCT01194830,NCT01194830,b1,arm_f_2_Linagliptin,age10:arm_f_2_Linagliptin,-0.98
NCT01194830,NCT01194830,b1,sex:age10,age10:arm_f_2_Linagliptin,0.395
NCT01194830,NCT01194830,b1,sex:arm_f_2_Linagliptin,age10:arm_f_2_Linagliptin,0.649
NCT01194830,NCT01194830,b1,(Intercept),sex:age10:arm_f_2_Linagliptin,-0.419
NCT01194830,NCT01194830,b1,sex,sex:age10:arm_f_2_Linagliptin,0.692
NCT01194830,NCT01194830,b1,age10,sex:age10:arm_f_2_Linagliptin,0.428
NCT01194830,NCT01194830,b1,arm_f_2_Linagliptin,sex:age10:arm_f_2_Linagliptin,0.647
NCT01194830,NCT01194830,b1,sex:age10,sex:age10:arm_f_2_Linagliptin,-0.703
NCT01194830,NCT01194830,b1,sex:arm_f_2_Linagliptin,sex:age10:arm_f_2_Linagliptin,-0.983
NCT01194830,NCT01194830,b1,age10:arm_f_2_Linagliptin,sex:age10:arm_f_2_Linagliptin,-0.66
NCT02182830,NCT02182830,b1,(Intercept),sex,-0.554
NCT02182830,NCT02182830,b1,(Intercept),age10,-0.983
NCT02182830,NCT02182830,b1,sex,age10,0.545
NCT02182830,NCT02182830,b1,(Intercept),arm_f_2_10mg SLASH 25mg,-0.691
NCT02182830,NCT02182830,b1,sex,arm_f_2_10mg SLASH 25mg,0.383
NCT02182830,NCT02182830,b1,age10,arm_f_2_10mg SLASH 25mg,0.679
NCT02182830,NCT02182830,b1,(Intercept),sex:age10,0.554
NCT02182830,NCT02182830,b1,sex,sex:age10,-0.989
NCT02182830,NCT02182830,b1,age10,sex:age10,-0.564
NCT02182830,NCT02182830,b1,arm_f_2_10mg SLASH 25mg,sex:age10,-0.383
NCT02182830,NCT02182830,b1,(Intercept),sex:arm_f_2_10mg SLASH 25mg,0.411
NCT02182830,NCT02182830,b1,sex,sex:arm_f_2_10mg SLASH 25mg,-0.741
NCT02182830,NCT02182830,b1,age10,sex:arm_f_2_10mg SLASH 25mg,-0.404
NCT02182830,NCT02182830,b1,arm_f_2_10mg SLASH 25mg,sex:arm_f_2_10mg SLASH 25mg,-0.594
NCT02182830,NCT02182830,b1,sex:age10,sex:arm_f_2_10mg SLASH 25mg,0.733
NCT02182830,NCT02182830,b1,(Intercept),age10:arm_f_2_10mg SLASH 25mg,0.675
NCT02182830,NCT02182830,b1,sex,age10:arm_f_2_10mg SLASH 25mg,-0.374
NCT02182830,NCT02182830,b1,age10,age10:arm_f_2_10mg SLASH 25mg,-0.686
NCT02182830,NCT02182830,b1,arm_f_2_10mg SLASH 25mg,age10:arm_f_2_10mg SLASH 25mg,-0.982
NCT02182830,NCT02182830,b1,sex:age10,age10:arm_f_2_10mg SLASH 25mg,0.387
NCT02182830,NCT02182830,b1,sex:arm_f_2_10mg SLASH 25mg,age10:arm_f_2_10mg SLASH 25mg,0.584
NCT02182830,NCT02182830,b1,(Intercept),sex:age10:arm_f_2_10mg SLASH 25mg,-0.406
NCT02182830,NCT02182830,b1,sex,sex:age10:arm_f_2_10mg SLASH 25mg,0.724
NCT02182830,NCT02182830,b1,age10,sex:age10:arm_f_2_10mg SLASH 25mg,0.413
NCT02182830,NCT02182830,b1,arm_f_2_10mg SLASH 25mg,sex:age10:arm_f_2_10mg SLASH 25mg,0.591
NCT02182830,NCT02182830,b1,sex:age10,sex:age10:arm_f_2_10mg SLASH 25mg,-0.732
NCT02182830,NCT02182830,b1,sex:arm_f_2_10mg SLASH 25mg,sex:age10:arm_f_2_10mg SLASH 25mg,-0.988
NCT02182830,NCT02182830,b1,age10:arm_f_2_10mg SLASH 25mg,sex:age10:arm_f_2_10mg SLASH 25mg,-0.602
NCT02453555,NCT02453555,b1,(Intercept),sex,-0.909
NCT02453555,NCT02453555,b1,(Intercept),age10,-0.989
NCT02453555,NCT02453555,b1,sex,age10,0.898
NCT02453555,NCT02453555,b1,(Intercept),arm_f_2_FDC EmpaLina titr,-0.806
NCT02453555,NCT02453555,b1,sex,arm_f_2_FDC EmpaLina titr,0.733
NCT02453555,NCT02453555,b1,age10,arm_f_2_FDC EmpaLina titr,0.797
NCT02453555,NCT02453555,b1,(Intercept),sex:age10,0.881
NCT02453555,NCT02453555,b1,sex,sex:age10,-0.987
NCT02453555,NCT02453555,b1,age10,sex:age10,-0.891
NCT02453555,NCT02453555,b1,arm_f_2_FDC EmpaLina titr,sex:age10,-0.711
NCT02453555,NCT02453555,b1,(Intercept),sex:arm_f_2_FDC EmpaLina titr,0.731
NCT02453555,NCT02453555,b1,sex,sex:arm_f_2_FDC EmpaLina titr,-0.804
NCT02453555,NCT02453555,b1,age10,sex:arm_f_2_FDC EmpaLina titr,-0.722
NCT02453555,NCT02453555,b1,arm_f_2_FDC EmpaLina titr,sex:arm_f_2_FDC EmpaLina titr,-0.906
NCT02453555,NCT02453555,b1,sex:age10,sex:arm_f_2_FDC EmpaLina titr,0.794
NCT02453555,NCT02453555,b1,(Intercept),age10:arm_f_2_FDC EmpaLina titr,0.782
NCT02453555,NCT02453555,b1,sex,age10:arm_f_2_FDC EmpaLina titr,-0.71
NCT02453555,NCT02453555,b1,age10,age10:arm_f_2_FDC EmpaLina titr,-0.791
NCT02453555,NCT02453555,b1,arm_f_2_FDC EmpaLina titr,age10:arm_f_2_FDC EmpaLina titr,-0.988
NCT02453555,NCT02453555,b1,sex:age10,age10:arm_f_2_FDC EmpaLina titr,0.705
NCT02453555,NCT02453555,b1,sex:arm_f_2_FDC EmpaLina titr,age10:arm_f_2_FDC EmpaLina titr,0.896
NCT02453555,NCT02453555,b1,(Intercept),sex:age10:arm_f_2_FDC EmpaLina titr,-0.699
NCT02453555,NCT02453555,b1,sex,sex:age10:arm_f_2_FDC EmpaLina titr,0.783
NCT02453555,NCT02453555,b1,age10,sex:age10:arm_f_2_FDC EmpaLina titr,0.707
NCT02453555,NCT02453555,b1,arm_f_2_FDC EmpaLina titr,sex:age10:arm_f_2_FDC EmpaLina titr,0.883
NCT02453555,NCT02453555,b1,sex:age10,sex:age10:arm_f_2_FDC EmpaLina titr,-0.793
NCT02453555,NCT02453555,b1,sex:arm_f_2_FDC EmpaLina titr,sex:age10:arm_f_2_FDC EmpaLina titr,-0.987
NCT02453555,NCT02453555,b1,age10:arm_f_2_FDC EmpaLina titr,sex:age10:arm_f_2_FDC EmpaLina titr,-0.893
NCT00763451,NCT00763451,b1,(Intercept),sex,-0.706
NCT00763451,NCT00763451,b1,(Intercept),age10,-0.987
NCT00763451,NCT00763451,b1,sex,age10,0.697
NCT00763451,NCT00763451,b1,(Intercept),arm_f_2_Lixisenatide 1-step titration,-0.726
NCT00763451,NCT00763451,b1,sex,arm_f_2_Lixisenatide 1-step titration,0.512
NCT00763451,NCT00763451,b1,age10,arm_f_2_Lixisenatide 1-step titration,0.717
NCT00763451,NCT00763451,b1,(Intercept),arm_f_2_Lixisenatide 2-step titration,-0.733
NCT00763451,NCT00763451,b1,sex,arm_f_2_Lixisenatide 2-step titration,0.517
NCT00763451,NCT00763451,b1,age10,arm_f_2_Lixisenatide 2-step titration,0.723
NCT00763451,NCT00763451,b1,arm_f_2_Lixisenatide 1-step titration,arm_f_2_Lixisenatide 2-step titration,0.532
NCT00763451,NCT00763451,b1,(Intercept),sex:age10,0.697
NCT00763451,NCT00763451,b1,sex,sex:age10,-0.986
NCT00763451,NCT00763451,b1,age10,sex:age10,-0.706
NCT00763451,NCT00763451,b1,arm_f_2_Lixisenatide 1-step titration,sex:age10,-0.506
NCT00763451,NCT00763451,b1,arm_f_2_Lixisenatide 2-step titration,sex:age10,-0.51
NCT00763451,NCT00763451,b1,(Intercept),sex:arm_f_2_Lixisenatide 1-step titration,0.48
NCT00763451,NCT00763451,b1,sex,sex:arm_f_2_Lixisenatide 1-step titration,-0.68
NCT00763451,NCT00763451,b1,age10,sex:arm_f_2_Lixisenatide 1-step titration,-0.474
NCT00763451,NCT00763451,b1,arm_f_2_Lixisenatide 1-step titration,sex:arm_f_2_Lixisenatide 1-step titration,-0.661
NCT00763451,NCT00763451,b1,arm_f_2_Lixisenatide 2-step titration,sex:arm_f_2_Lixisenatide 1-step titration,-0.352
NCT00763451,NCT00763451,b1,sex:age10,sex:arm_f_2_Lixisenatide 1-step titration,0.67
NCT00763451,NCT00763451,b1,(Intercept),sex:arm_f_2_Lixisenatide 2-step titration,0.484
NCT00763451,NCT00763451,b1,sex,sex:arm_f_2_Lixisenatide 2-step titration,-0.686
NCT00763451,NCT00763451,b1,age10,sex:arm_f_2_Lixisenatide 2-step titration,-0.478
NCT00763451,NCT00763451,b1,arm_f_2_Lixisenatide 1-step titration,sex:arm_f_2_Lixisenatide 2-step titration,-0.351
NCT00763451,NCT00763451,b1,arm_f_2_Lixisenatide 2-step titration,sex:arm_f_2_Lixisenatide 2-step titration,-0.661
NCT00763451,NCT00763451,b1,sex:age10,sex:arm_f_2_Lixisenatide 2-step titration,0.676
NCT00763451,NCT00763451,b1,sex:arm_f_2_Lixisenatide 1-step titration,sex:arm_f_2_Lixisenatide 2-step titration,0.466
NCT00763451,NCT00763451,b1,(Intercept),age10:arm_f_2_Lixisenatide 1-step titration,0.703
NCT00763451,NCT00763451,b1,sex,age10:arm_f_2_Lixisenatide 1-step titration,-0.496
NCT00763451,NCT00763451,b1,age10,age10:arm_f_2_Lixisenatide 1-step titration,-0.712
NCT00763451,NCT00763451,b1,arm_f_2_Lixisenatide 1-step titration,age10:arm_f_2_Lixisenatide 1-step titration,-0.987
NCT00763451,NCT00763451,b1,arm_f_2_Lixisenatide 2-step titration,age10:arm_f_2_Lixisenatide 1-step titration,-0.515
