nct_id,nct_id2,models,term,estimate,std.error,statistic,p.value
NCT00996658,NCT00996658,b1,age10:arm_f_2_Linagliptin 5 mg tablet,0.193,0.182,1.059,0.2906
NCT00996658,NCT00996658,b1,sex:age10:arm_f_2_Linagliptin 5 mg tablet,-0.377,0.25,-1.509,0.1326
NCT01084005,NCT01084005,b1,(Intercept),5.119,2.723,1.88,0.06141
NCT01084005,NCT01084005,b1,sex,4.982,3.288,1.515,0.131
NCT01084005,NCT01084005,b1,age10,0.316,0.366,0.863,0.389
NCT01084005,NCT01084005,b1,"arm_f_2_Linagliptin, 5mg tablet",5.289,3.317,1.595,0.1122
NCT01084005,NCT01084005,b1,sex:age10,-0.615,0.44,-1.398,0.1635
NCT01084005,NCT01084005,b1,"sex:arm_f_2_Linagliptin, 5mg tablet",-8.05,4.015,-2.005,0.04616
NCT01084005,NCT01084005,b1,"age10:arm_f_2_Linagliptin, 5mg tablet",-0.639,0.444,-1.44,0.1513
NCT01084005,NCT01084005,b1,"sex:age10:arm_f_2_Linagliptin, 5mg tablet",0.995,0.537,1.854,0.06496
NCT01087502,NCT01087502,b1,(Intercept),7.929,1.225,6.474,5.838e-10
NCT01087502,NCT01087502,b1,sex,1.406,1.406,1,0.3184
NCT01087502,NCT01087502,b1,age10,0.023,0.18,0.129,0.8974
NCT01087502,NCT01087502,b1,"arm_f_2_Linagliptin, 5mg tablet",0.794,1.555,0.51,0.6103
NCT01087502,NCT01087502,b1,sex:age10,-0.226,0.208,-1.084,0.2797
NCT01087502,NCT01087502,b1,"sex:arm_f_2_Linagliptin, 5mg tablet",-1.739,1.917,-0.907,0.3654
NCT01087502,NCT01087502,b1,"age10:arm_f_2_Linagliptin, 5mg tablet",-0.126,0.228,-0.555,0.5794
NCT01087502,NCT01087502,b1,"sex:age10:arm_f_2_Linagliptin, 5mg tablet",0.287,0.283,1.014,0.3116
NCT01194830,NCT01194830,b1,(Intercept),9.996,0.703,14.213,1.748e-32
NCT01194830,NCT01194830,b1,sex,-0.801,1.144,-0.7,0.4844
NCT01194830,NCT01194830,b1,age10,-0.234,0.127,-1.839,0.06732
NCT01194830,NCT01194830,b1,arm_f_2_Linagliptin,0.232,1.076,0.215,0.8298
NCT01194830,NCT01194830,b1,sex:age10,0.172,0.209,0.825,0.4102
NCT01194830,NCT01194830,b1,sex:arm_f_2_Linagliptin,0.246,1.626,0.151,0.8798
NCT01194830,NCT01194830,b1,age10:arm_f_2_Linagliptin,-0.073,0.196,-0.37,0.7116
NCT01194830,NCT01194830,b1,sex:age10:arm_f_2_Linagliptin,-0.022,0.297,-0.074,0.9409
NCT02182830,NCT02182830,b1,(Intercept),9.953,0.81,12.291,1.037e-24
NCT02182830,NCT02182830,b1,sex,-0.091,1.461,-0.062,0.9505
NCT02182830,NCT02182830,b1,age10,-0.265,0.141,-1.878,0.0623
NCT02182830,NCT02182830,b1,arm_f_2_10mg SLASH 25mg,-0.016,1.172,-0.014,0.989
NCT02182830,NCT02182830,b1,sex:age10,0.078,0.25,0.314,0.7539
NCT02182830,NCT02182830,b1,sex:arm_f_2_10mg SLASH 25mg,-0.699,1.972,-0.355,0.7233
NCT02182830,NCT02182830,b1,age10:arm_f_2_10mg SLASH 25mg,0.042,0.205,0.206,0.8369
NCT02182830,NCT02182830,b1,sex:age10:arm_f_2_10mg SLASH 25mg,0.046,0.341,0.135,0.8928
NCT02453555,NCT02453555,b1,(Intercept),8.371,0.932,8.98,4.988e-17
NCT02453555,NCT02453555,b1,sex,0.745,1.026,0.726,0.4684
NCT02453555,NCT02453555,b1,age10,-0.016,0.142,-0.114,0.9095
NCT02453555,NCT02453555,b1,arm_f_2_FDC EmpaLina titr,0.597,1.156,0.517,0.6058
NCT02453555,NCT02453555,b1,sex:age10,-0.135,0.16,-0.847,0.3975
NCT02453555,NCT02453555,b1,sex:arm_f_2_FDC EmpaLina titr,-1.348,1.276,-1.057,0.2916
NCT02453555,NCT02453555,b1,age10:arm_f_2_FDC EmpaLina titr,-0.1,0.18,-0.554,0.5802
NCT02453555,NCT02453555,b1,sex:age10:arm_f_2_FDC EmpaLina titr,0.234,0.201,1.165,0.245
NCT00763451,NCT00763451,b1,(Intercept),8.764,0.567,15.455,7.275e-44
NCT00763451,NCT00763451,b1,sex,-0.153,0.803,-0.19,0.8493
NCT00763451,NCT00763451,b1,age10,-0.111,0.096,-1.154,0.249
NCT00763451,NCT00763451,b1,arm_f_2_Lixisenatide 1-step titration,0.437,0.781,0.559,0.5766
NCT00763451,NCT00763451,b1,arm_f_2_Lixisenatide 2-step titration,-0.179,0.774,-0.231,0.8175
NCT00763451,NCT00763451,b1,sex:age10,0.037,0.136,0.271,0.7865
NCT00763451,NCT00763451,b1,sex:arm_f_2_Lixisenatide 1-step titration,-0.641,1.181,-0.542,0.5879
NCT00763451,NCT00763451,b1,sex:arm_f_2_Lixisenatide 2-step titration,0.287,1.172,0.245,0.8066
NCT00763451,NCT00763451,b1,age10:arm_f_2_Lixisenatide 1-step titration,-0.067,0.135,-0.498,0.6188
NCT00763451,NCT00763451,b1,age10:arm_f_2_Lixisenatide 2-step titration,0.04,0.135,0.295,0.7684
NCT00763451,NCT00763451,b1,sex:age10:arm_f_2_Lixisenatide 1-step titration,0.073,0.206,0.352,0.7251
NCT00763451,NCT00763451,b1,sex:age10:arm_f_2_Lixisenatide 2-step titration,-0.059,0.206,-0.288,0.7737
NCT00976937,NCT00976937,b1,(Intercept),8.361,0.975,8.574,4.768e-16
NCT00976937,NCT00976937,b1,sex,-0.417,1.411,-0.296,0.7675
NCT00976937,NCT00976937,b1,age10,-0.058,0.221,-0.264,0.7917
NCT00976937,NCT00976937,b1,arm_f_2_Lixisenatide,-0.844,1.328,-0.636,0.5255
NCT00976937,NCT00976937,b1,sex:age10,0.077,0.324,0.237,0.813
NCT00976937,NCT00976937,b1,sex:arm_f_2_Lixisenatide,0.405,1.9,0.213,0.8312
NCT00976937,NCT00976937,b1,age10:arm_f_2_Lixisenatide,0.196,0.302,0.65,0.5164
NCT00976937,NCT00976937,b1,sex:age10:arm_f_2_Lixisenatide,-0.052,0.44,-0.117,0.9067
NCT00866658,NCT00866658,b1,(Intercept),8.91,0.518,17.188,1.0829999999999999e-46
NCT00866658,NCT00866658,b1,sex,0.155,0.701,0.221,0.825
NCT00866658,NCT00866658,b1,age10,-0.056,0.087,-0.637,0.5247
NCT00866658,NCT00866658,b1,arm_f_2_Lixisenatide 2-step titration,0.421,0.705,0.597,0.5509
NCT00866658,NCT00866658,b1,sex:age10,-0.037,0.119,-0.307,0.7588
NCT00866658,NCT00866658,b1,sex:arm_f_2_Lixisenatide 2-step titration,-0.195,1,-0.195,0.8454
NCT00866658,NCT00866658,b1,age10:arm_f_2_Lixisenatide 2-step titration,-0.059,0.118,-0.503,0.6152
NCT00866658,NCT00866658,b1,sex:age10:arm_f_2_Lixisenatide 2-step titration,0.029,0.169,0.174,0.8623
NCT01169779,NCT01169779,b1,(Intercept),7.864,0.448,17.57,4.5189999999999995e-51
NCT01169779,NCT01169779,b1,sex,0.102,0.58,0.177,0.86
NCT01169779,NCT01169779,b1,age10,0.014,0.077,0.183,0.8546
NCT01169779,NCT01169779,b1,arm_f_2_Lixisenatide,0.111,0.62,0.18,0.8575
NCT01169779,NCT01169779,b1,sex:age10,-0.001,0.103,-0.008,0.9932
NCT01169779,NCT01169779,b1,sex:arm_f_2_Lixisenatide,1.161,0.819,1.418,0.1569
NCT01169779,NCT01169779,b1,age10:arm_f_2_Lixisenatide,-0.021,0.107,-0.198,0.843
NCT01169779,NCT01169779,b1,sex:age10:arm_f_2_Lixisenatide,-0.191,0.146,-1.307,0.1919
NCT01632163,NCT01632163,b1,(Intercept),9.177,0.798,11.503,9.856e-25
NCT01632163,NCT01632163,b1,sex,-1.537,0.986,-1.56,0.1201
NCT01632163,NCT01632163,b1,age10,-0.078,0.137,-0.57,0.5689
NCT01632163,NCT01632163,b1,arm_f_2_Lixisenatide,-0.979,1.067,-0.917,0.3598
NCT01632163,NCT01632163,b1,sex:age10,0.217,0.173,1.248,0.2131
NCT01632163,NCT01632163,b1,sex:arm_f_2_Lixisenatide,1.601,1.344,1.191,0.2348
NCT01632163,NCT01632163,b1,age10:arm_f_2_Lixisenatide,0.137,0.187,0.729,0.4665
NCT01632163,NCT01632163,b1,sex:age10:arm_f_2_Lixisenatide,-0.22,0.241,-0.911,0.3633
NCT01798706,NCT01798706,b1,(Intercept),10.477,1.58,6.632,1.427e-10
NCT01798706,NCT01798706,b1,sex,-3.357,2.187,-1.535,0.1258
NCT01798706,NCT01798706,b1,age10,-0.319,0.213,-1.501,0.1344
NCT01798706,NCT01798706,b1,arm_f_2_Lixisenatide,-6.611,2.161,-3.058,0.002414
NCT01798706,NCT01798706,b1,sex:age10,0.436,0.294,1.485,0.1386
NCT01798706,NCT01798706,b1,sex:arm_f_2_Lixisenatide,6.652,3.029,2.196,0.0288
NCT01798706,NCT01798706,b1,age10:arm_f_2_Lixisenatide,0.871,0.291,2.996,0.00295
NCT01798706,NCT01798706,b1,sex:age10:arm_f_2_Lixisenatide,-0.857,0.408,-2.101,0.0364
NCT00712673,NCT00712673,b1,(Intercept),8.385,0.535,15.658,2.646e-47
NCT00712673,NCT00712673,b1,sex,0.646,0.776,0.833,0.4053
NCT00712673,NCT00712673,b1,age10,-0.032,0.097,-0.331,0.7408
NCT00712673,NCT00712673,b1,arm_f_2_Lixisenatide evening,1.188,0.694,1.711,0.08748
NCT00712673,NCT00712673,b1,arm_f_2_Lixisenatide morning,0.591,0.681,0.869,0.3852
NCT00712673,NCT00712673,b1,sex:age10,-0.137,0.139,-0.987,0.3241
NCT00712673,NCT00712673,b1,sex:arm_f_2_Lixisenatide evening,-1.755,0.968,-1.812,0.07042
NCT00712673,NCT00712673,b1,sex:arm_f_2_Lixisenatide morning,-0.394,1.016,-0.388,0.6984
NCT00712673,NCT00712673,b1,age10:arm_f_2_Lixisenatide evening,-0.215,0.125,-1.719,0.08602
NCT00712673,NCT00712673,b1,age10:arm_f_2_Lixisenatide morning,-0.123,0.124,-0.986,0.3243
NCT00712673,NCT00712673,b1,sex:age10:arm_f_2_Lixisenatide evening,0.341,0.174,1.967,0.04965
NCT00712673,NCT00712673,b1,sex:age10:arm_f_2_Lixisenatide morning,0.099,0.182,0.544,0.5869
NCT00713830,NCT00713830,b1,(Intercept),9.289,0.466,19.931,7.786e-73
NCT00713830,NCT00713830,b1,sex,-0.307,0.582,-0.527,0.5985
NCT00713830,NCT00713830,b1,age10,-0.171,0.079,-2.165,0.03063
NCT00713830,NCT00713830,b1,arm_f_2_Lixisenatide,-0.112,0.553,-0.203,0.8394
NCT00713830,NCT00713830,b1,sex:age10,0.06,0.099,0.61,0.542
NCT00713830,NCT00713830,b1,sex:arm_f_2_Lixisenatide,-0.047,0.706,-0.067,0.9468
NCT00713830,NCT00713830,b1,age10:arm_f_2_Lixisenatide,0.035,0.094,0.37,0.7112
NCT00713830,NCT00713830,b1,sex:age10:arm_f_2_Lixisenatide,-0.009,0.121,-0.074,0.9414
NCT00715624,NCT00715624,b1,(Intercept),9.384,0.509,18.424,6.651e-58
NCT00715624,NCT00715624,b1,sex,0.932,0.74,1.259,0.2086
NCT00715624,NCT00715624,b1,age10,-0.157,0.089,-1.764,0.07842
NCT00715624,NCT00715624,b1,arm_f_2_Lixisenatide,0.097,0.644,0.151,0.8801
NCT00715624,NCT00715624,b1,sex:age10,-0.172,0.128,-1.341,0.1804
NCT00715624,NCT00715624,b1,sex:arm_f_2_Lixisenatide,-1.393,0.922,-1.51,0.1316
NCT00715624,NCT00715624,b1,age10:arm_f_2_Lixisenatide,-0.01,0.112,-0.085,0.9321
NCT00715624,NCT00715624,b1,sex:age10:arm_f_2_Lixisenatide,0.238,0.159,1.497,0.135
NCT00763815,NCT00763815,b1,(Intercept),8.755,0.542,16.153,4.0739999999999996e-47
NCT00763815,NCT00763815,b1,sex,0.651,0.765,0.852,0.3948
NCT00763815,NCT00763815,b1,age10,-0.113,0.099,-1.139,0.2555
NCT00763815,NCT00763815,b1,arm_f_2_Lixisenatide,0.03,0.659,0.046,0.9635
NCT00763815,NCT00763815,b1,sex:age10,-0.109,0.137,-0.799,0.4249
NCT00763815,NCT00763815,b1,sex:arm_f_2_Lixisenatide,0.107,0.936,0.114,0.9093
NCT00763815,NCT00763815,b1,age10:arm_f_2_Lixisenatide,-0.016,0.119,-0.133,0.8941
NCT00763815,NCT00763815,b1,sex:age10:arm_f_2_Lixisenatide,0.001,0.166,0.009,0.9929
NCT00688701,NCT00688701,b1,(Intercept),8.59,0.555,15.474,1.7099999999999997e-41
NCT00688701,NCT00688701,b1,sex,0.58,0.812,0.715,0.4753
NCT00688701,NCT00688701,b1,age10,-0.078,0.105,-0.742,0.4589
NCT00688701,NCT00688701,b1,arm_f_2_Lixisenatide 1-step titration,0.282,0.78,0.362,0.7178
NCT00688701,NCT00688701,b1,arm_f_2_Lixisenatide 2-step titration,0.804,0.869,0.925,0.3555
NCT00688701,NCT00688701,b1,sex:age10,-0.101,0.147,-0.683,0.495
NCT00688701,NCT00688701,b1,sex:arm_f_2_Lixisenatide 1-step titration,-0.864,1.157,-0.747,0.4558
NCT00688701,NCT00688701,b1,sex:arm_f_2_Lixisenatide 2-step titration,-1.157,1.213,-0.954,0.3407
NCT00688701,NCT00688701,b1,age10:arm_f_2_Lixisenatide 1-step titration,-0.051,0.143,-0.359,0.7199
NCT00688701,NCT00688701,b1,age10:arm_f_2_Lixisenatide 2-step titration,-0.178,0.16,-1.11,0.2676
NCT00688701,NCT00688701,b1,sex:age10:arm_f_2_Lixisenatide 1-step titration,0.162,0.211,0.77,0.4419
NCT00688701,NCT00688701,b1,sex:age10:arm_f_2_Lixisenatide 2-step titration,0.239,0.222,1.077,0.282
NCT00707031,NCT00707031,b1,(Intercept),8.396,0.378,22.199,6.028e-81
NCT00707031,NCT00707031,b1,sex,0.91,0.497,1.83,0.0677
NCT00707031,NCT00707031,b1,age10,-0.073,0.065,-1.12,0.2633
NCT00707031,NCT00707031,b1,arm_f_2_Lixisenatide QD,0.124,0.529,0.235,0.8143
NCT00707031,NCT00707031,b1,sex:age10,-0.145,0.085,-1.707,0.08837
NCT00707031,NCT00707031,b1,sex:arm_f_2_Lixisenatide QD,-0.355,0.746,-0.476,0.6343
NCT00707031,NCT00707031,b1,age10:arm_f_2_Lixisenatide QD,-0.018,0.091,-0.194,0.8461
NCT00707031,NCT00707031,b1,sex:age10:arm_f_2_Lixisenatide QD,0.059,0.128,0.464,0.643
NCT01648582,NCT01648582,b1,(Intercept),7.968,0.602,13.226,4.2289999999999995e-36
NCT01648582,NCT01648582,b1,sex,1.216,0.829,1.468,0.1426
NCT01648582,NCT01648582,b1,age10,0.055,0.106,0.515,0.6065
NCT01648582,NCT01648582,b1,arm_f_2_Dulaglutide 0.75,-0.062,0.857,-0.072,0.9422
NCT01648582,NCT01648582,b1,arm_f_2_Dulaglutide 1.5,1.171,0.853,1.373,0.1702
NCT01648582,NCT01648582,b1,sex:age10,-0.205,0.147,-1.39,0.1648
NCT01648582,NCT01648582,b1,sex:arm_f_2_Dulaglutide 0.75,-0.897,1.141,-0.786,0.4319
NCT01648582,NCT01648582,b1,sex:arm_f_2_Dulaglutide 1.5,-1.68,1.161,-1.446,0.1486
NCT01648582,NCT01648582,b1,age10:arm_f_2_Dulaglutide 0.75,0.045,0.151,0.298,0.7659
NCT01648582,NCT01648582,b1,age10:arm_f_2_Dulaglutide 1.5,-0.192,0.151,-1.277,0.202
NCT01648582,NCT01648582,b1,sex:age10:arm_f_2_Dulaglutide 0.75,0.098,0.204,0.48,0.6311
NCT01648582,NCT01648582,b1,sex:age10:arm_f_2_Dulaglutide 1.5,0.313,0.207,1.515,0.1303
NCT01558271,NCT01558271,b1,(Intercept),8.661,1.591,5.445,8.294e-8
NCT01558271,NCT01558271,b1,sex,0.207,1.763,0.117,0.9068
NCT01558271,NCT01558271,b1,age10,-0.065,0.27,-0.241,0.8093
NCT01558271,NCT01558271,b1,arm_f_2_Dulaglutide for 26 weeks blinded then 26 weeks open,-0.844,1.714,-0.493,0.6225
NCT01558271,NCT01558271,b1,"arm_f_2_Liraglutide 0.3mg first week, 0.6mg second week then 0.9mg remaining",-1.227,1.801,-0.681,0.4962
NCT01558271,NCT01558271,b1,sex:age10,-0.054,0.3,-0.181,0.8568
NCT01558271,NCT01558271,b1,sex:arm_f_2_Dulaglutide for 26 weeks blinded then 26 weeks open,-0.318,1.905,-0.167,0.8676
NCT01558271,NCT01558271,b1,"sex:arm_f_2_Liraglutide 0.3mg first week, 0.6mg second week then 0.9mg remaining",1.104,2.005,0.551,0.5821
NCT01558271,NCT01558271,b1,age10:arm_f_2_Dulaglutide for 26 weeks blinded then 26 weeks open,0.104,0.292,0.355,0.7228
NCT01558271,NCT01558271,b1,"age10:arm_f_2_Liraglutide 0.3mg first week, 0.6mg second week then 0.9mg remaining",0.176,0.305,0.58,0.5625
NCT01558271,NCT01558271,b1,sex:age10:arm_f_2_Dulaglutide for 26 weeks blinded then 26 weeks open,0.099,0.325,0.306,0.7598
NCT01558271,NCT01558271,b1,"sex:age10:arm_f_2_Liraglutide 0.3mg first week, 0.6mg second week then 0.9mg remaining",-0.17,0.34,-0.499,0.618
NCT02750410,NCT02750410,b1,(Intercept),9.736,1.075,9.054,6.535e-16
NCT02750410,NCT02750410,b1,sex,-0.815,1.4,-0.582,0.5614
NCT02750410,NCT02750410,b1,age10,-0.184,0.179,-1.031,0.3042
NCT02750410,NCT02750410,b1,arm_f_2_Dula,-0.363,1.274,-0.285,0.7761
NCT02750410,NCT02750410,b1,sex:age10,0.131,0.233,0.563,0.5741
NCT02750410,NCT02750410,b1,sex:arm_f_2_Dula,0.053,1.639,0.033,0.9741
NCT02750410,NCT02750410,b1,age10:arm_f_2_Dula,0.024,0.212,0.113,0.9102
NCT02750410,NCT02750410,b1,sex:age10:arm_f_2_Dula,0.008,0.273,0.03,0.9765
NCT01768559,NCT01768559,b1,(Intercept),7.925,0.206,38.414,1.1569999999999998e-190
NCT01768559,NCT01768559,b1,sex,-0.53,0.327,-1.622,0.1051
NCT01768559,NCT01768559,b1,age10,-0.024,0.034,-0.693,0.4882
NCT01768559,NCT01768559,b1,arm_f_2_Lixisenatide,-0.71,0.405,-1.755,0.07964
NCT01768559,NCT01768559,b1,sex:age10,0.079,0.054,1.463,0.1437
NCT01768559,NCT01768559,b1,sex:arm_f_2_Lixisenatide,0.845,0.579,1.459,0.145
NCT01768559,NCT01768559,b1,age10:arm_f_2_Lixisenatide,0.11,0.068,1.626,0.1043
NCT01768559,NCT01768559,b1,sex:age10:arm_f_2_Lixisenatide,-0.118,0.096,-1.233,0.2178
NCT00975286,NCT00975286,b1,(Intercept),8.005,0.293,27.299,1.4430000000000001e-96
NCT00975286,NCT00975286,b1,sex,0.013,0.411,0.032,0.9742
NCT00975286,NCT00975286,b1,age10,-0.076,0.052,-1.474,0.1412
NCT00975286,NCT00975286,b1,arm_f_2_GLP1 PLUS INSULIN BASAL,-0.256,0.418,-0.613,0.5401
NCT00975286,NCT00975286,b1,sex:age10,-0.001,0.072,-0.011,0.9912
NCT00975286,NCT00975286,b1,sex:arm_f_2_GLP1 PLUS INSULIN BASAL,-0.442,0.598,-0.739,0.4605
NCT00975286,NCT00975286,b1,age10:arm_f_2_GLP1 PLUS INSULIN BASAL,0.035,0.073,0.475,0.6349
NCT00975286,NCT00975286,b1,sex:age10:arm_f_2_GLP1 PLUS INSULIN BASAL,0.09,0.105,0.86,0.3904
NCT01632007,NCT01632007,b1,(Intercept),8.188,3.965,2.065,0.04004
NCT01632007,NCT01632007,b1,sex,0.18,4.049,0.044,0.9646
NCT01632007,NCT01632007,b1,age10,-0.021,0.581,-0.037,0.9708
NCT01632007,NCT01632007,b1,arm_f_2_Alogliptin,1.161,4.074,0.285,0.7759
NCT01632007,NCT01632007,b1,arm_f_2_Trelagliptin,-0.275,4.039,-0.068,0.9458
NCT01632007,NCT01632007,b1,sex:age10,-0.047,0.597,-0.079,0.9374
NCT01632007,NCT01632007,b1,sex:arm_f_2_Alogliptin,0.341,4.194,0.081,0.9353
NCT01632007,NCT01632007,b1,sex:arm_f_2_Trelagliptin,-0.162,4.154,-0.039,0.9689
NCT01632007,NCT01632007,b1,age10:arm_f_2_Alogliptin,-0.18,0.603,-0.298,0.7658
NCT01632007,NCT01632007,b1,age10:arm_f_2_Trelagliptin,0.004,0.595,0.006,0.9951
NCT01632007,NCT01632007,b1,sex:age10:arm_f_2_Alogliptin,-0.045,0.625,-0.073,0.9421
NCT01632007,NCT01632007,b1,sex:age10:arm_f_2_Trelagliptin,0.088,0.616,0.144,0.886
NCT01619059,NCT01619059,b1,(Intercept),6.692,0.6,11.158,2.237e-24
NCT01619059,NCT01619059,b1,sex,1.964,0.905,2.169,0.03084
NCT01619059,NCT01619059,b1,age10,0.239,0.105,2.285,0.02302
NCT01619059,NCT01619059,b1,arm_f_2_SAXA PLUS DAPA PLUS MET,2.002,0.824,2.429,0.01572
NCT01619059,NCT01619059,b1,sex:age10,-0.407,0.16,-2.55,0.01126
NCT01619059,NCT01619059,b1,sex:arm_f_2_SAXA PLUS DAPA PLUS MET,-2.824,1.231,-2.294,0.02246
NCT01619059,NCT01619059,b1,age10:arm_f_2_SAXA PLUS DAPA PLUS MET,-0.391,0.144,-2.725,0.006818
NCT01619059,NCT01619059,b1,sex:age10:arm_f_2_SAXA PLUS DAPA PLUS MET,0.603,0.217,2.784,0.00572
NCT00819091,NCT00819091,f1,(Intercept),1.85,0.599,3.089,0.002251
NCT00819091,NCT00819091,f1,value_1,0.757,0.069,11,5.651e-23
NCT00819091,NCT00819091,f1,"arm_f_2_Linagliptin, 5 mg tablet",-0.362,0.116,-3.117,0.002052
NCT00800683,NCT00800683,f1,(Intercept),2.108,0.644,3.273,0.001371
NCT00800683,NCT00800683,f1,value_1,0.682,0.078,8.776,9.64e-15
NCT00800683,NCT00800683,f1,arm_f_2_Placebo,0.487,0.15,3.25,0.001477
NCT00740051,NCT00740051,f1,(Intercept),4.668,0.683,6.831,7.847e-11
NCT00740051,NCT00740051,f1,value_1,0.352,0.083,4.237,3.314e-5
NCT00740051,NCT00740051,f1,"arm_f_2_Linagliptin, 5mg tablet",0.131,0.162,0.808,0.4201
NCT00996658,NCT00996658,f1,(Intercept),3.748,0.663,5.654,4.006e-8
NCT00996658,NCT00996658,f1,value_1,0.497,0.077,6.443,5.367e-10
NCT00996658,NCT00996658,f1,arm_f_2_Linagliptin 5 mg tablet,-0.453,0.134,-3.371,8.574e-4
NCT01084005,NCT01084005,f1,(Intercept),3.349,0.383,8.74,4.265e-16
NCT01084005,NCT01084005,f1,value_1,0.561,0.049,11.442,1.923e-24
NCT01084005,NCT01084005,f1,"arm_f_2_Linagliptin, 5mg tablet",-0.589,0.078,-7.501,1.253e-12
NCT01087502,NCT01087502,f1,(Intercept),1.025,0.406,2.528,0.01213
NCT01087502,NCT01087502,f1,value_1,0.863,0.05,17.333,9.814e-44
NCT01087502,NCT01087502,f1,"arm_f_2_Linagliptin, 5mg tablet",-0.419,0.092,-4.572,7.875e-6
NCT01194830,NCT01194830,f1,(Intercept),4.233,0.638,6.637,2.608e-10
NCT01194830,NCT01194830,f1,value_1,0.468,0.071,6.548,4.293e-10
NCT01194830,NCT01194830,f1,arm_f_2_Linagliptin,-0.453,0.155,-2.917,0.003907
NCT02182830,NCT02182830,f1,(Intercept),3.529,0.809,4.36,2.316e-5
NCT02182830,NCT02182830,f1,value_1,0.593,0.093,6.382,1.78e-9
NCT02182830,NCT02182830,f1,arm_f_2_10mg SLASH 25mg,-0.679,0.181,-3.744,2.516e-4
NCT02453555,NCT02453555,f1,(Intercept),6.146,0.59,10.409,1.411e-21
NCT02453555,NCT02453555,f1,value_1,0.183,0.071,2.574,0.01059
NCT02453555,NCT02453555,f1,arm_f_2_FDC EmpaLina titr,-0.569,0.096,-5.894,1.112e-8
NCT00763451,NCT00763451,f1,(Intercept),4.392,0.429,10.227,2.4689999999999997e-22
NCT00763451,NCT00763451,f1,value_1,0.389,0.052,7.503,3.073e-13
NCT00763451,NCT00763451,f1,arm_f_2_Lixisenatide 1-step titration,-0.138,0.107,-1.292,0.1968
NCT00763451,NCT00763451,f1,arm_f_2_Lixisenatide 2-step titration,-0.261,0.107,-2.443,0.01491
NCT00976937,NCT00976937,f1,(Intercept),2.112,0.525,4.024,7.226e-5
NCT00976937,NCT00976937,f1,value_1,0.65,0.064,10.124,5.842e-21
NCT00976937,NCT00976937,f1,arm_f_2_Lixisenatide,0.074,0.121,0.613,0.5402
NCT00866658,NCT00866658,f1,(Intercept),3.358,0.718,4.675,4.411e-6
NCT00866658,NCT00866658,f1,value_1,0.601,0.083,7.216,4.224e-12
