nct_id,arm_id_unq,sex,participants,mean,sd,Number of quantiles,epsilon,Age (years) at quantiles (%)
NCT01169779,_2_Lixisenatide,male,101,52.6,10.1,5,0.06100000000000004,"0=18, 6=39, 37=51, 88=63, 100=75"
NCT01194830,_1_Placebo,female,58,54.2,11.2,5,0.05400000000000003,"0=23, 9=41, 53=57, 89=66, 100=80"
NCT01194830,_1_Placebo,male,57,53.8,8.7,5,0.09800000000000007,"0=31, 11=46, 55=53, 89=63, 100=79"
NCT01194830,_2_Linagliptin,female,45,53.5,10.9,5,0.08000000000000006,"0=27, 7=42, 39=48, 77=60, 100=82"
NCT01194830,_2_Linagliptin,male,56,54,9.7,5,0.11000000000000008,"0=33, 25=50, 53=53, 93=67, 100=77"
NCT01558271,_1_Placebo for 26 weeks of blinded followed by dulaglutide for 26 weeks open,female,15,58.4,8.1,5,0.07200000000000005,"0=45, 21=54, 71=62, 86=63, 100=75"
NCT01558271,_1_Placebo for 26 weeks of blinded followed by dulaglutide for 26 weeks open,male,55,57.4,8.5,6,0.02900000000000001,"0=40, 19=51, 28=52, 63=62, 87=66, 100=74"
NCT01558271,_2_Dulaglutide for 26 weeks blinded then 26 weeks open,female,52,56.2,10.2,6,0.06100000000000004,"0=37, 47=57, 65=60, 69=63, 86=66, 100=75"
NCT01558271,_2_Dulaglutide for 26 weeks blinded then 26 weeks open,male,229,57.4,9.4,5,0.05200000000000003,"0=34, 22=50, 50=59, 89=67, 100=77"
NCT01558271,"_2_Liraglutide 0.3mg first week, 0.6mg second week then 0.9mg remaining",female,24,58.7,12,5,0.05400000000000003,"0=40, 13=42, 39=53, 52=62, 100=76"
NCT01558271,"_2_Liraglutide 0.3mg first week, 0.6mg second week then 0.9mg remaining",male,117,57.8,9.9,5,0.07600000000000005,"0=36, 4=43, 30=53, 91=70, 100=80"
NCT01619059,_1_PLA PLUS DAPA PLUS MET,female,83,56.7,9.2,6,0.16000000000000011,"0=29, 11=49, 28=54, 52=54, 87=64, 100=79"
NCT01619059,_1_PLA PLUS DAPA PLUS MET,male,73,55.6,8.5,7,0.1820000000000001,"0=34, 15=49, 35=49, 50=59, 72=59, 92=64, 100=74"
NCT01619059,_2_SAXA PLUS DAPA PLUS MET,female,78,56.5,10.1,5,0.17700000000000013,"0=29, 27=54, 65=64, 86=64, 100=74"
NCT01619059,_2_SAXA PLUS DAPA PLUS MET,male,71,55.6,9.6,5,0.19400000000000017,"0=34, 26=54, 50=54, 91=64, 100=79"
NCT01632007,_1_Placebo,female,7,68,5.6,5,0.011,"0=61, 50=67, 67=70, 83=74, 100=76"
NCT01632007,_1_Placebo,male,44,60.5,9.1,8,0.06500000000000004,"0=43, 30=57, 35=58, 42=58, 72=67, 79=67, 84=68, 100=83"
NCT01632007,_2_Alogliptin,female,23,57.3,10.6,5,0.07600000000000005,"0=29, 5=45, 86=70, 95=70, 100=75"
NCT01632007,_2_Alogliptin,male,69,58.8,10.2,5,0.10000000000000007,"0=32, 18=52, 51=62, 82=66, 100=82"
NCT01632007,_2_Trelagliptin,female,28,59.9,12.2,5,0.03900000000000002,"0=29, 7=45, 52=63, 67=66, 100=77"
NCT01632007,_2_Trelagliptin,male,74,57.4,10.4,6,0.08300000000000006,"0=28, 19=51, 59=59, 68=64, 82=65, 100=79"
NCT01632163,_1_Placebo,female,57,57.7,8.3,6,0.07900000000000006,"0=36, 21=54, 50=60, 64=60, 79=63, 100=74"
NCT01632163,_1_Placebo,male,72,53.4,9.5,8,0.05800000000000004,"0=31, 18=46, 31=50, 38=50, 45=51, 56=56, 85=61, 100=79"
NCT01632163,_2_Lixisenatide,female,51,54.5,9.4,5,0.07500000000000005,"0=32, 24=50, 48=53, 78=60, 100=73"
NCT01632163,_2_Lixisenatide,male,71,52.7,9.4,6,0.06800000000000005,"0=27, 26=49, 70=57, 77=61, 86=61, 100=73"
NCT01648582,_1_Insulin glargine,female,114,55.9,9.8,5,0.04300000000000002,"0=32, 23=50, 41=55, 86=64, 100=77"
NCT01648582,_1_Insulin glargine,male,145,55,9,5,0.05300000000000003,"0=33, 12=45, 47=55, 80=62, 100=76"
NCT01648582,_2_Dulaglutide 0.75,female,113,55.6,9.6,5,0.06100000000000004,"0=20, 7=44, 88=67, 99=73, 100=83"
NCT01648582,_2_Dulaglutide 0.75,male,144,53.8,10.3,5,0.06600000000000004,"0=23, 10=41, 29=49, 88=65, 100=77"
NCT01648582,_2_Dulaglutide 1.5,female,119,55.7,9.5,5,0.05000000000000003,"0=23, 3=38, 13=46, 92=67, 100=78"
NCT01648582,_2_Dulaglutide 1.5,male,139,54.6,9.5,5,0.05100000000000003,"0=25, 14=46, 46=55, 83=63, 100=73"
NCT01768559,_1_insulin,female,329,59.3,9.4,5,0.04300000000000002,"0=32, 10=48, 30=55, 87=69, 100=81"
NCT01768559,_1_insulin,male,267,60.4,8.6,6,0.06200000000000004,"0=35, 4=45, 19=54, 73=65, 92=71, 100=87"
NCT01768559,_2_Lixisenatide,female,159,59.4,8,5,0.07700000000000005,"0=35, 5=47, 29=57, 84=66, 100=78"
NCT01768559,_2_Lixisenatide,male,138,60.2,9.2,5,0.06000000000000004,"0=35, 15=52, 69=66, 79=67, 100=79"
NCT01798706,_1_Placebo,female,84,74.2,3.7,5,0.1410000000000001,"0=70, 37=73, 52=73, 89=78, 100=87"
NCT01798706,_1_Placebo,male,90,74.6,3.9,5,0.1350000000000001,"0=70, 15=70, 48=73, 78=77, 100=88"
NCT01798706,_2_Lixisenatide,female,84,74.3,4,5,0.11800000000000008,"0=70, 18=70, 30=72, 55=73, 100=86"
NCT01798706,_2_Lixisenatide,male,92,73.8,3.9,5,0.1320000000000001,"0=70, 22=70, 36=71, 79=76, 100=87"
NCT02182830,_1_Plac SLASH Plac,female,44,57,10.9,5,0.10900000000000008,"0=34, 37=57, 67=60, 88=67, 100=81"
NCT02182830,_1_Plac SLASH Plac,male,39,58.5,7.6,5,0.09300000000000008,"0=38, 16=53, 71=61, 89=66, 100=80"
NCT02182830,_2_10mg SLASH 25mg,female,36,55.7,11,5,0.05900000000000004,"0=32, 26=50, 63=62, 86=66, 100=73"
NCT02182830,_2_10mg SLASH 25mg,male,47,56.5,8.1,5,0.06100000000000004,"0=33, 20=52, 57=60, 93=65, 100=68"
NCT02453555,_1_Linagliptin,female,21,64.8,10.2,5,0.06800000000000005,"0=37, 5=51, 25=61, 50=64, 100=80"
NCT02453555,_1_Linagliptin,male,72,58.3,10.6,5,0.05800000000000004,"0=35, 13=46, 44=59, 94=71, 100=81"
NCT02453555,_2_FDC EmpaLina titr,female,40,61.5,9.4,6,0.07300000000000005,"0=45, 8=50, 36=55, 54=65, 79=69, 100=78"
NCT02453555,_2_FDC EmpaLina titr,male,142,59.6,10,5,0.07200000000000005,"0=32, 11=48, 51=62, 85=69, 100=82"
NCT02750410,_1_Plc,female,19,59.4,10,5,0.09800000000000007,"0=43, 22=54, 61=59, 72=69, 100=73"
NCT02750410,_1_Plc,male,20,58.9,11.6,6,0.05400000000000003,"0=37, 5=44, 47=56, 58=63, 84=69, 100=80"
NCT02750410,_2_Dula,female,42,58.5,10.3,6,0.05700000000000004,"0=36, 10=46, 46=59, 61=61, 85=69, 100=80"
NCT02750410,_2_Dula,male,78,59.7,10.3,5,0.06500000000000004,"0=35, 17=52, 66=66, 87=69, 100=80"
