tosep,fixedrand,outcome,mainorinter,sg,nct_id,drug,dose,mean,se_mean,sd,x2_5_percent,x25_percent,x50_percent,x75_percent,x97_5_percent,n_eff,rhat,modelnum,network,datalevel,cls,atc2,todrop,lbl,cls_lbl
fixed_mace_nointer,fixed,mace,nointer,main,none,exenatide,2,-0.09528476394660584,6.928197723725816e-4,0.04577720976225245,-0.1824625353716816,-0.1253320305241014,-0.09502761925075125,-0.06444787811033745,-0.00844311111571182,4365.742218167717,0.9993601296985531,m8,triple,aggipd,A10BJ,A10BJ01,NA,A10BJ01-Exenatide 2,A10BJ-Glucagon-like peptide-1 (GLP-1) analogues
fixed_mace_nointer,fixed,mace,nointer,main,none,glimepiride,1,0.04011742234697982,0.00172728986381222,0.10592670209440944,-0.16332330360971753,-0.03216821783375107,0.04032775245877193,0.11254563698302972,0.24126909015709683,3760.801864749262,1.0003352700409849,m8,triple,aggipd,A10BB,A10BB12,NA,A10BB12-Glimepiride 1,A10BB-Sulfonylureas
fixed_mace_nointer,fixed,mace,nointer,main,none,ITCA,NA,0.2149294619426597,0.00212601390167166,0.16407862455687416,-0.10540477815027562,0.10718428397785656,0.2150291371346681,0.32271810243082705,0.5362973884348416,5956.234853086845,0.9999197090212698,m8,triple,aggipd,A10BJ,A10BJ01,NA,A10BJ01-Itca,A10BJ-Glucagon-like peptide-1 (GLP-1) analogues
fixed_mace_nointer,fixed,mace,nointer,main,none,linagliptin,5,0.01954650748457986,0.00118533382158408,0.07076373130991408,-0.123403677555035,-0.02862976942462962,0.02102458977240448,0.0670450355605672,0.1563722475005902,3564.019706279267,1.0002696875810184,m8,triple,aggipd,A10BH,A10BH05,NA,A10BH05-Linagliptin 5,A10BH-Dipeptidyl peptidase 4 (DPP-4) inhibitors
fixed_mace_nointer,fixed,mace,nointer,main,none,liraglutide,1p8,-0.13868614901887316,7.750711517914212e-4,0.05563960129564068,-0.2466258892139308,-0.17618695348526628,-0.13802362177615207,-0.10186932393786068,-0.03088607491945037,5153.293442423616,0.999719015441889,m8,triple,aggipd,A10BJ,A10BJ02,NA,A10BJ02-Liraglutide 1p8,A10BJ-Glucagon-like peptide-1 (GLP-1) analogues
fixed_mace_nointer,fixed,mace,nointer,main,none,lixisenatide,20,0.02000238645689753,9.416119798822296e-4,0.07030267858465303,-0.11864242288014998,-0.02628229948871934,0.02085598518431158,0.06474259420357609,0.16010642033769795,5574.4213711648335,1.0000158543558633,m8,triple,aggipd,A10BJ,A10BJ03,NA,A10BJ03-Lixisenatide 20,A10BJ-Glucagon-like peptide-1 (GLP-1) analogues
fixed_mace_nointer,fixed,mace,nointer,main,none,omarigliptin,25,4.0424048327390336e-4,0.00183673721334227,0.13321445282630717,-0.2602447883049849,-0.08901795342221244,0.0019438216684921,0.08834281797936014,0.2662657353270296,5260.277315866472,0.9995936318405276,m8,triple,aggipd,A10BH,A10BH,NA,A10BH-Omarigliptin 25,A10BH-Dipeptidyl peptidase 4 (DPP-4) inhibitors
fixed_mace_nointer,fixed,mace,nointer,main,none,saxagliptin,5,-2.338703646349348e-4,6.874341003709772e-4,0.06046785868304459,-0.11953381892507953,-0.03983267933601132,-4.15539853882629e-5,0.04050983398403744,0.11719003933093704,7737.257231626085,0.9992156530277496,m8,triple,aggipd,A10BH,A10BH03,NA,A10BH03-Saxagliptin 5,A10BH-Dipeptidyl peptidase 4 (DPP-4) inhibitors
fixed_mace_nointer,fixed,mace,nointer,main,none,semaglutide,14,-0.27666926824905996,0.00133147151109463,0.10143933046582863,-0.4767839458329926,-0.34564554291348026,-0.2759958514357719,-0.2053430170211902,-0.07779213198728385,5804.288505708848,0.9998837852207016,m8,triple,aggipd,A10BJ,A10BJ06,NA,A10BJ06-Semaglutide 14,A10BJ-Glucagon-like peptide-1 (GLP-1) analogues
fixed_mace_nointer,fixed,mace,nointer,main,none,sitagliptin,100,-0.01010165057430624,7.165832555263796e-4,0.05472802575585717,-0.11925467922760788,-0.04578927059156414,-0.00970096354691896,0.0265476392165538,0.0992388988965436,5832.923117334296,1.0004684469170024,m8,triple,aggipd,A10BH,A10BH01,NA,A10BH01-Sitagliptin 100,A10BH-Dipeptidyl peptidase 4 (DPP-4) inhibitors
fixed_mace_nointer,fixed,mace,nointer,main,none,sotagliflozin,200,-0.2840283903702504,0.00107047990420678,0.06987494059753609,-0.4165428733483873,-0.33246325274095984,-0.28511778385405473,-0.23702923941399956,-0.1434239509313017,4260.748165910753,0.999500605894981,m8,triple,aggipd,A10BK,A10BK06,NA,A10BK06-Sotagliflozin 200,A10BK-Sodium-glucose co-transporter 2 (SGLT2) inhibitors
random_mace_nointer,random,mace,nointer,main,none,albiglutide,30,-0.24404072621757145,0.00351944396786713,0.12577949680792927,-0.4891440801820999,-0.3160497057327715,-0.24674632950186975,-0.17566186568653497,6.176338008030829e-4,1277.2373066774464,1.0016429524583064,m9,triple,aggipd,A10BJ,A10BJ04,NA,A10BJ04-Albiglutide 30,A10BJ-Glucagon-like peptide-1 (GLP-1) analogues
random_mace_nointer,random,mace,nointer,main,none,alogliptin,25,-0.05239234786216865,0.00366874725403605,0.13126473733381996,-0.31861995245568614,-0.12513126112067954,-0.0506770605087077,0.02511851469934013,0.19586682830219931,1280.149115986543,1.003166639453208,m9,triple,aggipd,A10BH,A10BH04,NA,A10BH04-Alogliptin 25,A10BH-Dipeptidyl peptidase 4 (DPP-4) inhibitors
random_mace_nointer,random,mace,nointer,main,none,canagliflozin,100,-0.1746746384123067,0.00208520705227376,0.08117643011597821,-0.33626295721326876,-0.2235944667387924,-0.17511962765717196,-0.12504760100524592,-0.01446990506842451,1515.519493418471,1.0013392874211708,m9,triple,aggipd,A10BK,A10BK02,NA,A10BK02-Canagliflozin 100,A10BK-Sodium-glucose co-transporter 2 (SGLT2) inhibitors
random_mace_nointer,random,mace,nointer,main,none,canagliflozin,300,-0.2328187795119076,0.00298587331566921,0.1271326399147796,-0.4872377914252023,-0.30867505416509555,-0.23556730517829527,-0.1580936522449909,0.02096166996977322,1812.8896740588573,1.0006817709540985,m9,triple,aggipd,A10BK,A10BK02,NA,A10BK02-Canagliflozin 300,A10BK-Sodium-glucose co-transporter 2 (SGLT2) inhibitors
random_mace_nointer,random,mace,nointer,main,none,dapagliflozin,10,-0.06908546251524568,0.0031168392604432,0.10670049991819902,-0.27941079375565603,-0.12715122053360173,-0.07384639884766134,-0.01173353192839191,0.16274853471697903,1171.9365442835367,1.0022142493410895,m9,triple,aggipd,A10BK,A10BK01,NA,A10BK01-Dapagliflozin 10,A10BK-Sodium-glucose co-transporter 2 (SGLT2) inhibitors
random_mace_nointer,random,mace,nointer,main,none,dulaglutide,1p5,-0.13363155098521368,0.00299169149746538,0.1093557708759954,-0.3591823942893237,-0.18890798650608032,-0.13119742294846343,-0.07510321185066729,0.07785438597812874,1336.1333324502386,1.0028813219425268,m9,triple,aggipd,A10BJ,A10BJ05,NA,A10BJ05-Dulaglutide 1p5,A10BJ-Glucagon-like peptide-1 (GLP-1) analogues
random_mace_nointer,random,mace,nointer,main,none,efpeglenatide,4_6,-0.3080861724246009,0.0034139357762746,0.1502415608839798,-0.5864843379783438,-0.4070814867397239,-0.3109286081600034,-0.21317388154852251,-0.00673806793584395,1936.7317853214288,1.0011329559556603,m9,triple,aggipd,A10BJ,A10BJ,_01,A10BJ-Efpeglenatide 4_6,A10BJ-Glucagon-like peptide-1 (GLP-1) analogues
random_mace_nointer,random,mace,nointer,main,none,empagliflozin,10,-0.1645247286044114,0.00270341678869773,0.1279084719187967,-0.4157269665990503,-0.24330688075065984,-0.16755769340297072,-0.08819058249192789,0.09021857811792149,2238.579942295712,0.9997564580260724,m9,triple,aggipd,A10BK,A10BK03,NA,A10BK03-Empagliflozin 10,A10BK-Sodium-glucose co-transporter 2 (SGLT2) inhibitors
random_mace_nointer,random,mace,nointer,main,none,empagliflozin,25,-0.15079736866737084,0.00385595513159168,0.13104635843662926,-0.4209943692010872,-0.2273944901898685,-0.15140462202578647,-0.07533654755486735,0.12475496804561248,1155.0106021056758,1.0012249468141314,m9,triple,aggipd,A10BK,A10BK03,NA,A10BK03-Empagliflozin 25,A10BK-Sodium-glucose co-transporter 2 (SGLT2) inhibitors
random_mace_nointer,random,mace,nointer,main,none,ertugliflozin,5_15,-0.02842352080720133,0.00263765995288158,0.1130165035803537,-0.23852257605323612,-0.09445033550865228,-0.02772469523239178,0.03472523742821493,0.20333741830873928,1835.88774758624,1.0040233113601238,m9,triple,aggipd,A10BK,A10BK,_09,A10BK-Ertugliflozin 5_15,A10BK-Sodium-glucose co-transporter 2 (SGLT2) inhibitors
random_mace_nointer,random,mace,nointer,main,none,exenatide,2,-0.09316447349389465,0.00407052460699702,0.10702826184062,-0.2974918336143038,-0.14894986896544443,-0.09657214821244828,-0.04234836626880457,0.1496041735593123,691.3471486074461,1.0074176378742017,m9,triple,aggipd,A10BJ,A10BJ01,NA,A10BJ01-Exenatide 2,A10BJ-Glucagon-like peptide-1 (GLP-1) analogues
random_mace_nointer,random,mace,nointer,main,none,glimepiride,1,0.04212137569353234,0.00513330032778889,0.1775406563925378,-0.3219730539172966,-0.05845666412979402,0.04301081108020097,0.14092424265406284,0.41908239954803017,1196.1958597240016,1.0018133759131982,m9,triple,aggipd,A10BB,A10BB12,NA,A10BB12-Glimepiride 1,A10BB-Sulfonylureas
random_mace_nointer,random,mace,nointer,main,none,ITCA,NA,0.21753824292049617,0.00452851295269421,0.19213429185631709,-0.16313065927774054,0.09897187818061152,0.21570131309542728,0.33451568528972087,0.5934690518036501,1800.1079069527937,1.003945855353484,m9,triple,aggipd,A10BJ,A10BJ01,NA,A10BJ01-Itca,A10BJ-Glucagon-like peptide-1 (GLP-1) analogues
random_mace_nointer,random,mace,nointer,main,none,linagliptin,5,0.02325139069719144,0.004305282576883,0.12603160143783537,-0.24337170139097977,-0.04533371844486917,0.02212625741298726,0.0888834375297459,0.2858444534257363,856.9502034279658,1.0010661688189286,m9,triple,aggipd,A10BH,A10BH05,NA,A10BH05-Linagliptin 5,A10BH-Dipeptidyl peptidase 4 (DPP-4) inhibitors
random_mace_nointer,random,mace,nointer,main,none,liraglutide,1p8,-0.13233048883035092,0.0032109866791466,0.11555642907241637,-0.3603657903951669,-0.1973757340840749,-0.1364032700601736,-0.07332026599138078,0.13135946848000318,1295.123601712883,1.0031676479532865,m9,triple,aggipd,A10BJ,A10BJ02,NA,A10BJ02-Liraglutide 1p8,A10BJ-Glucagon-like peptide-1 (GLP-1) analogues
random_mace_nointer,random,mace,nointer,main,none,lixisenatide,20,0.02157167130177162,0.00458570324349667,0.12858338260188065,-0.25229475596158896,-0.04921640292589131,0.02390781535522628,0.08948487633921902,0.2949069389874276,786.2448243134394,1.0102418714707453,m9,triple,aggipd,A10BJ,A10BJ03,NA,A10BJ03-Lixisenatide 20,A10BJ-Glucagon-like peptide-1 (GLP-1) analogues
random_mace_nointer,random,mace,nointer,main,none,omarigliptin,25,-0.00209327513668468,0.00502778135287178,0.168406200255563,-0.3381763260922636,-0.1044490198912232,-0.0022929341448565,0.10417152385224536,0.3263567046295656,1121.9238700155895,1.0013015232919484,m9,triple,aggipd,A10BH,A10BH,NA,A10BH-Omarigliptin 25,A10BH-Dipeptidyl peptidase 4 (DPP-4) inhibitors
random_mace_nointer,random,mace,nointer,main,none,saxagliptin,5,0.00654740338125104,0.00273639014137701,0.11331584490027184,-0.22999281217508788,-0.05353159024149713,0.00390820966425727,0.0679568986553894,0.24163828595219855,1714.8464883185763,1.0024626495382272,m9,triple,aggipd,A10BH,A10BH03,NA,A10BH03-Saxagliptin 5,A10BH-Dipeptidyl peptidase 4 (DPP-4) inhibitors
random_mace_nointer,random,mace,nointer,main,none,semaglutide,14,-0.2714496556221521,0.00374657949226828,0.1305864362901553,-0.5153163929481046,-0.3569765334172589,-0.2749565658363925,-0.19069877598960017,0.00183403652433913,1214.860011713952,1.0018724280905815,m9,triple,aggipd,A10BJ,A10BJ06,NA,A10BJ06-Semaglutide 14,A10BJ-Glucagon-like peptide-1 (GLP-1) analogues
random_mace_nointer,random,mace,nointer,main,none,sitagliptin,100,-0.00842650716839375,0.00313321123430459,0.10928562329050652,-0.21908253162476984,-0.06609753342750052,-0.01075501125012136,0.04592343687091099,0.23371740804781693,1216.5969320263468,1.0018068800993776,m9,triple,aggipd,A10BH,A10BH01,NA,A10BH01-Sitagliptin 100,A10BH-Dipeptidyl peptidase 4 (DPP-4) inhibitors
random_mace_nointer,random,mace,nointer,main,none,sotagliflozin,200,-0.28711451789478587,0.00243078125682095,0.10025341140360104,-0.49344735686659175,-0.3454348971189547,-0.28558228881011616,-0.22593514106170912,-0.09293172784633354,1701.00880381345,1.0006157075182829,m9,triple,aggipd,A10BK,A10BK06,NA,A10BK06-Sotagliflozin 200,A10BK-Sodium-glucose co-transporter 2 (SGLT2) inhibitors
