nct_id,nct_id2,outcome,models,row,col,r
NCT00838903,NCT00838903,ae_gi,glmnb,arm_f_2_uaa10384,arm_f_2_uaa10382:sex,-0.026
NCT00838903,NCT00838903,ae_gi,glmnb,sex,arm_f_2_uaa10382:sex,-0.867
NCT00838903,NCT00838903,ae_gi,glmnb,age10:arm_f_2_uaa10381,arm_f_2_uaa10382:sex,-0.106
NCT00838903,NCT00838903,ae_gi,glmnb,age10:arm_f_2_uaa10382,arm_f_2_uaa10382:sex,-0.126
NCT00838903,NCT00838903,ae_gi,glmnb,age10:arm_f_2_uaa10384,arm_f_2_uaa10382:sex,-0.106
NCT00838903,NCT00838903,ae_gi,glmnb,arm_f_2_uaa10381:sex,arm_f_2_uaa10382:sex,0.751
NCT00838903,NCT00838903,ae_gi,glmnb,(Intercept),arm_f_2_uaa10384:sex,0.031
NCT00838903,NCT00838903,ae_gi,glmnb,age10,arm_f_2_uaa10384:sex,0.123
NCT00838903,NCT00838903,ae_gi,glmnb,arm_f_2_uaa10381,arm_f_2_uaa10384:sex,-0.026
NCT00838903,NCT00838903,ae_gi,glmnb,arm_f_2_uaa10382,arm_f_2_uaa10384:sex,-0.027
NCT00838903,NCT00838903,ae_gi,glmnb,arm_f_2_uaa10384,arm_f_2_uaa10384:sex,-0.069
NCT00838903,NCT00838903,ae_gi,glmnb,sex,arm_f_2_uaa10384:sex,-0.866
NCT00838903,NCT00838903,ae_gi,glmnb,age10:arm_f_2_uaa10381,arm_f_2_uaa10384:sex,-0.106
NCT00838903,NCT00838903,ae_gi,glmnb,age10:arm_f_2_uaa10382,arm_f_2_uaa10384:sex,-0.106
NCT00838903,NCT00838903,ae_gi,glmnb,age10:arm_f_2_uaa10384,arm_f_2_uaa10384:sex,-0.104
NCT00838903,NCT00838903,ae_gi,glmnb,arm_f_2_uaa10381:sex,arm_f_2_uaa10384:sex,0.75
NCT00838903,NCT00838903,ae_gi,glmnb,arm_f_2_uaa10382:sex,arm_f_2_uaa10384:sex,0.75
NCT00838903,NCT00838903,ae_hypoglycaemia,glm,(Intercept),age10,-0.965
NCT00838903,NCT00838903,ae_hypoglycaemia,glm,(Intercept),arm_f_2_uaa10381,-0.794
NCT00838903,NCT00838903,ae_hypoglycaemia,glm,age10,arm_f_2_uaa10381,0.767
NCT00838903,NCT00838903,ae_hypoglycaemia,glm,(Intercept),arm_f_2_uaa10382,-0.925
NCT00838903,NCT00838903,ae_hypoglycaemia,glm,age10,arm_f_2_uaa10382,0.893
NCT00838903,NCT00838903,ae_hypoglycaemia,glm,arm_f_2_uaa10381,arm_f_2_uaa10382,0.734
NCT00838903,NCT00838903,ae_hypoglycaemia,glm,(Intercept),arm_f_2_uaa10384,-0.762
NCT00838903,NCT00838903,ae_hypoglycaemia,glm,age10,arm_f_2_uaa10384,0.736
NCT00838903,NCT00838903,ae_hypoglycaemia,glm,arm_f_2_uaa10381,arm_f_2_uaa10384,0.605
NCT00838903,NCT00838903,ae_hypoglycaemia,glm,arm_f_2_uaa10382,arm_f_2_uaa10384,0.705
NCT00838903,NCT00838903,ae_hypoglycaemia,glm,(Intercept),sex,-0.065
NCT00838903,NCT00838903,ae_hypoglycaemia,glm,age10,sex,-0.129
NCT00838903,NCT00838903,ae_hypoglycaemia,glm,arm_f_2_uaa10381,sex,0.052
NCT00838903,NCT00838903,ae_hypoglycaemia,glm,arm_f_2_uaa10382,sex,0.061
NCT00838903,NCT00838903,ae_hypoglycaemia,glm,arm_f_2_uaa10384,sex,0.05
NCT00838903,NCT00838903,ae_hypoglycaemia,glm,(Intercept),age10:arm_f_2_uaa10381,0.76
NCT00838903,NCT00838903,ae_hypoglycaemia,glm,age10,age10:arm_f_2_uaa10381,-0.787
NCT00838903,NCT00838903,ae_hypoglycaemia,glm,arm_f_2_uaa10381,age10:arm_f_2_uaa10381,-0.969
NCT00838903,NCT00838903,ae_hypoglycaemia,glm,arm_f_2_uaa10382,age10:arm_f_2_uaa10381,-0.703
NCT00838903,NCT00838903,ae_hypoglycaemia,glm,arm_f_2_uaa10384,age10:arm_f_2_uaa10381,-0.579
NCT00838903,NCT00838903,ae_hypoglycaemia,glm,sex,age10:arm_f_2_uaa10381,0.101
NCT00838903,NCT00838903,ae_hypoglycaemia,glm,(Intercept),age10:arm_f_2_uaa10382,0.888
NCT00838903,NCT00838903,ae_hypoglycaemia,glm,age10,age10:arm_f_2_uaa10382,-0.92
NCT00838903,NCT00838903,ae_hypoglycaemia,glm,arm_f_2_uaa10381,age10:arm_f_2_uaa10382,-0.705
NCT00838903,NCT00838903,ae_hypoglycaemia,glm,arm_f_2_uaa10382,age10:arm_f_2_uaa10382,-0.966
NCT00838903,NCT00838903,ae_hypoglycaemia,glm,arm_f_2_uaa10384,age10:arm_f_2_uaa10382,-0.677
NCT00838903,NCT00838903,ae_hypoglycaemia,glm,sex,age10:arm_f_2_uaa10382,0.118
NCT00838903,NCT00838903,ae_hypoglycaemia,glm,age10:arm_f_2_uaa10381,age10:arm_f_2_uaa10382,0.724
NCT00838903,NCT00838903,ae_hypoglycaemia,glm,(Intercept),age10:arm_f_2_uaa10384,0.715
NCT00838903,NCT00838903,ae_hypoglycaemia,glm,age10,age10:arm_f_2_uaa10384,-0.741
NCT00838903,NCT00838903,ae_hypoglycaemia,glm,arm_f_2_uaa10381,age10:arm_f_2_uaa10384,-0.568
NCT00838903,NCT00838903,ae_hypoglycaemia,glm,arm_f_2_uaa10382,age10:arm_f_2_uaa10384,-0.661
NCT00838903,NCT00838903,ae_hypoglycaemia,glm,arm_f_2_uaa10384,age10:arm_f_2_uaa10384,-0.969
NCT00838903,NCT00838903,ae_hypoglycaemia,glm,sex,age10:arm_f_2_uaa10384,0.095
NCT00838903,NCT00838903,ae_hypoglycaemia,glm,age10:arm_f_2_uaa10381,age10:arm_f_2_uaa10384,0.583
NCT00838903,NCT00838903,ae_hypoglycaemia,glm,age10:arm_f_2_uaa10382,age10:arm_f_2_uaa10384,0.681
NCT00838903,NCT00838903,ae_hypoglycaemia,glm,(Intercept),arm_f_2_uaa10381:sex,0.052
NCT00838903,NCT00838903,ae_hypoglycaemia,glm,age10,arm_f_2_uaa10381:sex,0.103
NCT00838903,NCT00838903,ae_hypoglycaemia,glm,arm_f_2_uaa10381,arm_f_2_uaa10381:sex,-0.123
NCT00838903,NCT00838903,ae_hypoglycaemia,glm,arm_f_2_uaa10382,arm_f_2_uaa10381:sex,-0.048
NCT00838903,NCT00838903,ae_hypoglycaemia,glm,arm_f_2_uaa10384,arm_f_2_uaa10381:sex,-0.04
NCT00838903,NCT00838903,ae_hypoglycaemia,glm,sex,arm_f_2_uaa10381:sex,-0.798
NCT00838903,NCT00838903,ae_hypoglycaemia,glm,age10:arm_f_2_uaa10381,arm_f_2_uaa10381:sex,-0.046
NCT00838903,NCT00838903,ae_hypoglycaemia,glm,age10:arm_f_2_uaa10382,arm_f_2_uaa10381:sex,-0.095
NCT00838903,NCT00838903,ae_hypoglycaemia,glm,age10:arm_f_2_uaa10384,arm_f_2_uaa10381:sex,-0.076
NCT00838903,NCT00838903,ae_hypoglycaemia,glm,(Intercept),arm_f_2_uaa10382:sex,0.061
NCT00838903,NCT00838903,ae_hypoglycaemia,glm,age10,arm_f_2_uaa10382:sex,0.12
NCT00838903,NCT00838903,ae_hypoglycaemia,glm,arm_f_2_uaa10381,arm_f_2_uaa10382:sex,-0.048
NCT00838903,NCT00838903,ae_hypoglycaemia,glm,arm_f_2_uaa10382,arm_f_2_uaa10382:sex,-0.066
NCT00838903,NCT00838903,ae_hypoglycaemia,glm,arm_f_2_uaa10384,arm_f_2_uaa10382:sex,-0.046
NCT00838903,NCT00838903,ae_hypoglycaemia,glm,sex,arm_f_2_uaa10382:sex,-0.928
NCT00838903,NCT00838903,ae_hypoglycaemia,glm,age10:arm_f_2_uaa10381,arm_f_2_uaa10382:sex,-0.094
NCT00838903,NCT00838903,ae_hypoglycaemia,glm,age10:arm_f_2_uaa10382,arm_f_2_uaa10382:sex,-0.126
NCT00838903,NCT00838903,ae_hypoglycaemia,glm,age10:arm_f_2_uaa10384,arm_f_2_uaa10382:sex,-0.089
NCT00838903,NCT00838903,ae_hypoglycaemia,glm,arm_f_2_uaa10381:sex,arm_f_2_uaa10382:sex,0.741
NCT00838903,NCT00838903,ae_hypoglycaemia,glm,(Intercept),arm_f_2_uaa10384:sex,0.05
NCT00838903,NCT00838903,ae_hypoglycaemia,glm,age10,arm_f_2_uaa10384:sex,0.098
NCT00838903,NCT00838903,ae_hypoglycaemia,glm,arm_f_2_uaa10381,arm_f_2_uaa10384:sex,-0.039
NCT00838903,NCT00838903,ae_hypoglycaemia,glm,arm_f_2_uaa10382,arm_f_2_uaa10384:sex,-0.046
NCT00838903,NCT00838903,ae_hypoglycaemia,glm,arm_f_2_uaa10384,arm_f_2_uaa10384:sex,-0.105
NCT00838903,NCT00838903,ae_hypoglycaemia,glm,sex,arm_f_2_uaa10384:sex,-0.757
NCT00838903,NCT00838903,ae_hypoglycaemia,glm,age10:arm_f_2_uaa10381,arm_f_2_uaa10384:sex,-0.077
NCT00838903,NCT00838903,ae_hypoglycaemia,glm,age10:arm_f_2_uaa10382,arm_f_2_uaa10384:sex,-0.09
NCT00838903,NCT00838903,ae_hypoglycaemia,glm,age10:arm_f_2_uaa10384,arm_f_2_uaa10384:sex,-0.065
NCT00838903,NCT00838903,ae_hypoglycaemia,glm,arm_f_2_uaa10381:sex,arm_f_2_uaa10384:sex,0.605
NCT00838903,NCT00838903,ae_hypoglycaemia,glm,arm_f_2_uaa10382:sex,arm_f_2_uaa10384:sex,0.703
NCT00838903,NCT00838903,ae_sae,glm,(Intercept),age10,-0.976
NCT00838903,NCT00838903,ae_sae,glm,(Intercept),arm_f_2_uaa10381,-0.853
NCT00838903,NCT00838903,ae_sae,glm,age10,arm_f_2_uaa10381,0.833
NCT00838903,NCT00838903,ae_sae,glm,(Intercept),arm_f_2_uaa10382,-0.833
NCT00838903,NCT00838903,ae_sae,glm,age10,arm_f_2_uaa10382,0.813
NCT00838903,NCT00838903,ae_sae,glm,arm_f_2_uaa10381,arm_f_2_uaa10382,0.711
NCT00838903,NCT00838903,ae_sae,glm,(Intercept),arm_f_2_uaa10384,-0.841
NCT00838903,NCT00838903,ae_sae,glm,age10,arm_f_2_uaa10384,0.82
NCT00838903,NCT00838903,ae_sae,glm,arm_f_2_uaa10381,arm_f_2_uaa10384,0.717
NCT00838903,NCT00838903,ae_sae,glm,arm_f_2_uaa10382,arm_f_2_uaa10384,0.7
NCT00838903,NCT00838903,ae_sae,glm,(Intercept),sex,0.003
NCT00838903,NCT00838903,ae_sae,glm,age10,sex,-0.154
NCT00838903,NCT00838903,ae_sae,glm,arm_f_2_uaa10381,sex,-0.003
NCT00838903,NCT00838903,ae_sae,glm,arm_f_2_uaa10382,sex,-0.003
NCT00838903,NCT00838903,ae_sae,glm,arm_f_2_uaa10384,sex,-0.003
NCT00838903,NCT00838903,ae_sae,glm,(Intercept),age10:arm_f_2_uaa10381,0.832
NCT00838903,NCT00838903,ae_sae,glm,age10,age10:arm_f_2_uaa10381,-0.853
NCT00838903,NCT00838903,ae_sae,glm,arm_f_2_uaa10381,age10:arm_f_2_uaa10381,-0.977
NCT00838903,NCT00838903,ae_sae,glm,arm_f_2_uaa10382,age10:arm_f_2_uaa10381,-0.693
NCT00838903,NCT00838903,ae_sae,glm,arm_f_2_uaa10384,age10:arm_f_2_uaa10381,-0.699
NCT00838903,NCT00838903,ae_sae,glm,sex,age10:arm_f_2_uaa10381,0.131
NCT00838903,NCT00838903,ae_sae,glm,(Intercept),age10:arm_f_2_uaa10382,0.809
NCT00838903,NCT00838903,ae_sae,glm,age10,age10:arm_f_2_uaa10382,-0.829
NCT00838903,NCT00838903,ae_sae,glm,arm_f_2_uaa10381,age10:arm_f_2_uaa10382,-0.69
NCT00838903,NCT00838903,ae_sae,glm,arm_f_2_uaa10382,age10:arm_f_2_uaa10382,-0.975
NCT00838903,NCT00838903,ae_sae,glm,arm_f_2_uaa10384,age10:arm_f_2_uaa10382,-0.68
NCT00838903,NCT00838903,ae_sae,glm,sex,age10:arm_f_2_uaa10382,0.127
NCT00838903,NCT00838903,ae_sae,glm,age10:arm_f_2_uaa10381,age10:arm_f_2_uaa10382,0.707
NCT00838903,NCT00838903,ae_sae,glm,(Intercept),age10:arm_f_2_uaa10384,0.804
NCT00838903,NCT00838903,ae_sae,glm,age10,age10:arm_f_2_uaa10384,-0.824
NCT00838903,NCT00838903,ae_sae,glm,arm_f_2_uaa10381,age10:arm_f_2_uaa10384,-0.686
NCT00838903,NCT00838903,ae_sae,glm,arm_f_2_uaa10382,age10:arm_f_2_uaa10384,-0.67
NCT00838903,NCT00838903,ae_sae,glm,arm_f_2_uaa10384,age10:arm_f_2_uaa10384,-0.976
NCT00838903,NCT00838903,ae_sae,glm,sex,age10:arm_f_2_uaa10384,0.127
NCT00838903,NCT00838903,ae_sae,glm,age10:arm_f_2_uaa10381,age10:arm_f_2_uaa10384,0.703
NCT00838903,NCT00838903,ae_sae,glm,age10:arm_f_2_uaa10382,age10:arm_f_2_uaa10384,0.683
NCT00838903,NCT00838903,ae_sae,glm,(Intercept),arm_f_2_uaa10381:sex,-0.003
NCT00838903,NCT00838903,ae_sae,glm,age10,arm_f_2_uaa10381:sex,0.129
NCT00838903,NCT00838903,ae_sae,glm,arm_f_2_uaa10381,arm_f_2_uaa10381:sex,-0.049
NCT00838903,NCT00838903,ae_sae,glm,arm_f_2_uaa10382,arm_f_2_uaa10381:sex,0.002
NCT00838903,NCT00838903,ae_sae,glm,arm_f_2_uaa10384,arm_f_2_uaa10381:sex,0.002
NCT00838903,NCT00838903,ae_sae,glm,sex,arm_f_2_uaa10381:sex,-0.839
NCT00838903,NCT00838903,ae_sae,glm,age10:arm_f_2_uaa10381,arm_f_2_uaa10381:sex,-0.086
NCT00838903,NCT00838903,ae_sae,glm,age10:arm_f_2_uaa10382,arm_f_2_uaa10381:sex,-0.107
NCT00838903,NCT00838903,ae_sae,glm,age10:arm_f_2_uaa10384,arm_f_2_uaa10381:sex,-0.106
NCT00838903,NCT00838903,ae_sae,glm,(Intercept),arm_f_2_uaa10382:sex,-0.003
NCT00838903,NCT00838903,ae_sae,glm,age10,arm_f_2_uaa10382:sex,0.13
NCT00838903,NCT00838903,ae_sae,glm,arm_f_2_uaa10381,arm_f_2_uaa10382:sex,0.002
NCT00838903,NCT00838903,ae_sae,glm,arm_f_2_uaa10382,arm_f_2_uaa10382:sex,-0.01
NCT00838903,NCT00838903,ae_sae,glm,arm_f_2_uaa10384,arm_f_2_uaa10382:sex,0.002
NCT00838903,NCT00838903,ae_sae,glm,sex,arm_f_2_uaa10382:sex,-0.845
NCT00838903,NCT00838903,ae_sae,glm,age10:arm_f_2_uaa10381,arm_f_2_uaa10382:sex,-0.111
NCT00838903,NCT00838903,ae_sae,glm,age10:arm_f_2_uaa10382,arm_f_2_uaa10382:sex,-0.144
NCT00838903,NCT00838903,ae_sae,glm,age10:arm_f_2_uaa10384,arm_f_2_uaa10382:sex,-0.107
NCT00838903,NCT00838903,ae_sae,glm,arm_f_2_uaa10381:sex,arm_f_2_uaa10382:sex,0.709
NCT00838903,NCT00838903,ae_sae,glm,(Intercept),arm_f_2_uaa10384:sex,-0.003
NCT00838903,NCT00838903,ae_sae,glm,age10,arm_f_2_uaa10384:sex,0.123
NCT00838903,NCT00838903,ae_sae,glm,arm_f_2_uaa10381,arm_f_2_uaa10384:sex,0.002
NCT00838903,NCT00838903,ae_sae,glm,arm_f_2_uaa10382,arm_f_2_uaa10384:sex,0.002
NCT00838903,NCT00838903,ae_sae,glm,arm_f_2_uaa10384,arm_f_2_uaa10384:sex,-0.027
